category,brand,model,variant,width_cm,length_cm,height_cm,weight_kg,fragile,package_type,hazard_class,extra_package,extra_width_cm,extra_length_cm,extra_price_usd,extra_type,product_id,customer_id,basket_id,quantity,is_2d_only,height_cm_filled,volume_cm3,volume_to_weight_ratio,fragile_flag,requires_special_handling,extra_volume_cm3,shape_flag
Phone,Apple,iPhone 15 Plus,,15.5,9.0,"5,3",0.3,True,metal_box,Flammable_Liquid-3,True,17.6,11.7,"8,22",air_cushion,7131,1142,3028,1,False,5.3,739.35,2464.5,True,True,1091.376,metal_box
Cosmetics,Lumine,Day Cream 50ml,,13.1,14.8,"10,7",0.244,False,plastic_box,Corrosive-8,True,16.5,17.2,"8,76",foam_protector,7132,1200,2824,1,False,10.7,2074.5159999999996,8502.114754098358,False,True,3036.66,plastic_box
Toy,ToyLand,Plush Bear 50cm,,23.8,21.3,"19,4",1.244,False,plastic_box,,False,0.0,0.0,,,7133,1179,3231,3,False,19.4,9834.636,7905.655948553055,False,False,0.0,plastic_box
Book,Classic,Crime and Punishment,,22.6,18.2,"3,1",0.636,True,rigid_box,Compressed_Gas-2,True,23.8,20.4,"12,02",corner_guard,7134,1201,2575,1,False,3.1,1275.092,2004.861635220126,True,True,1505.112,rigid_box
Shoes,Nike,Air Zoom Pegasus, 39,26.0,20.1,"13,7",1.276,False,plastic_box,Aerosol-2,False,0.0,0.0,,,7135,1363,2313,2,False,13.7,7159.62,5610.987460815047,False,True,0.0,plastic_box
Home Decor,HomeArt,Candle Set of 3,,24.3,16.1,"22,8",1.439,False,kraft_envelope,Compressed_Gas-2,True,26.8,20.6,"12,78",bubble_wrap,7136,1478,4983,1,False,22.8,8920.044,6198.779708130646,False,True,12587.424,kraft_envelope
Phone,Apple,iPhone 15 Plus, 128GB Black,19.2,9.6,"5,4",0.691,True,glass_jar,Flammable_Liquid-3,True,21.1,11.5,"8,27",bubble_wrap,7137,1052,2410,2,False,5.4,995.328,1440.4167872648336,True,True,1310.3100000000002,glass_jar
Toy,ToyLand,Wooden Block Set 60 pcs,,26.1,22.3,"18,3",0.825,False,kraft_envelope,UN3481-Lithium_Ion_Battery,True,29.8,26.3,"17,48",stretch_film,7138,1470,3817,2,False,18.3,10651.149000000001,12910.483636363639,False,True,14342.442000000001,kraft_envelope
Phone,Samsung,Galaxy S24,,17.2,7.9,"6,1",0.464,True,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,7139,1383,3635,2,False,6.1,828.8679999999999,1786.3534482758619,True,True,0.0,kraft_envelope
Home Decor,HomeArt,Glass Vase Medium,,19.1,36.8,"19,7",1.224,False,glass_jar,Aerosol-2,False,0.0,0.0,,,7140,1179,3233,3,False,19.7,13846.735999999999,11312.692810457516,False,True,0.0,glass_jar
Laptop,Dell,XPS 13,,37.9,25.1,"3,0",2.073,True,plastic_box,Compressed_Gas-2,True,42.1,28.3,"22,66",foam_protector,7141,1413,2143,3,False,3.0,2853.87,1376.685962373372,True,True,3574.29,plastic_box
Cosmetics,Lumine,Day Cream 50ml,,12.0,11.5,"11,9",0.364,False,cardboard_box,Aerosol-2,True,16.1,12.5,"8,14",bubble_wrap,7142,1416,3484,2,False,11.9,1642.2,4511.538461538462,False,True,2394.8750000000005,cardboard_box
Book,Classic,Les Miserables,,14.9,15.6,"2,7",0.829,False,metal_box,Compressed_Gas-2,True,17.9,19.5,"10,48",foam_protector,7143,1312,3960,2,False,2.7,627.5880000000001,757.0422195416165,False,True,942.435,metal_box
Shoes,Adidas,Duramo,,35.0,17.9,"11,2",0.666,False,metal_box,Aerosol-2,False,0.0,0.0,,,7144,1307,3470,1,False,11.2,7016.799999999999,10535.735735735734,False,True,0.0,metal_box
Shoes,Nike,Downshifter, Grey 43,31.3,22.2,"11,6",1.2,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7145,1136,3195,1,False,11.6,8060.376,6716.9800000000005,False,True,0.0,plastic_box
Shoes,Adidas,Superstar, White 41,31.7,16.1,"11,0",1.01,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,7146,1181,4543,1,False,11.0,5614.070000000001,5558.485148514852,False,True,0.0,cardboard_box
Laptop,Lenovo,ThinkBook 14, 512GB Silver,32.0,20.3,"4,2",1.444,True,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,7147,1366,2424,3,False,4.2,2728.32,1889.4182825484766,True,True,0.0,plastic_box
Phone,Apple,iPhone 14, 512GB Silver,17.5,8.5,"4,9",0.363,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,7148,1000,4134,1,False,4.9,728.875,2007.9201101928375,False,True,0.0,metal_box
Cosmetics,Lumine,Night Cream 50ml,,10.5,10.4,"10,5",0.446,True,cardboard_box,Flammable_Liquid-3,True,13.6,12.7,"7,83",stretch_film,7149,1043,2564,2,False,10.5,1146.6000000000001,2570.85201793722,True,True,1813.56,cardboard_box
Appliance,Philips,Handheld Vacuum,,38.2,26.9,"10,4",1.853,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,7150,1226,2915,2,False,10.4,10686.832,5767.313545601727,False,True,0.0,rigid_box
Appliance,Philips,Air Fryer XL,,39.8,28.6,"9,5",2.445,False,kraft_envelope,Flammable_Liquid-3,True,42.5,31.5,"24,58",double_carton,7151,1330,2070,3,False,9.5,10813.66,4422.7648261758695,False,True,12718.125,kraft_envelope
Food Jar,Anadolu,Hazelnut Paste 320g,,10.7,13.1,"16,8",1.229,True,glass_jar,UN3481-Lithium_Ion_Battery,True,13.3,16.6,"7,92",air_cushion,7152,1097,3388,3,False,16.8,2354.8559999999998,1916.0748576078108,True,True,3709.1040000000007,glass_jar
Laptop,Dell,XPS 13, 256GB Silver,35.5,16.5,"3,3",1.154,False,metal_box,Flammable_Liquid-3,True,38.3,19.3,"15,59",bubble_wrap,7153,1207,2633,1,False,3.3,1932.975,1675.021663778163,False,True,2439.3269999999998,metal_box
Appliance,Philips,Air Fryer XL,,41.0,22.3,"9,1",1.666,False,rigid_box,UN3481-Lithium_Ion_Battery,True,46.0,25.3,"22,29",double_carton,7154,1264,2399,3,False,9.1,8320.130000000001,4994.075630252101,False,True,10590.58,rigid_box
Food Jar,Anadolu,Flower Honey 850g,,11.7,12.2,"19,7",1.043,True,cardboard_box,Corrosive-8,True,15.2,14.7,"9,49",corner_guard,7155,1287,3864,2,False,19.7,2811.9779999999996,2696.0479386385423,True,True,4401.767999999999,cardboard_box
Textile,SoftWear,Hoodie L, White,27.8,22.7,"6,3",0.452,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,7156,1270,2015,2,False,6.3,3975.6779999999994,8795.747787610619,False,True,0.0,rigid_box
Phone,Apple,iPhone 15 Plus,,15.0,9.5,"5,3",0.487,False,rigid_box,,False,0.0,0.0,,,7157,1139,3578,3,False,5.3,755.25,1550.8213552361397,False,False,0.0,rigid_box
Phone,Apple,iPhone 15 Plus, 128GB Graphite,14.4,6.7,"6,8",0.366,False,plastic_box,Compressed_Gas-2,False,0.0,0.0,,,7158,1480,3750,2,False,6.8,656.064,1792.5245901639344,False,True,0.0,plastic_box
Cosmetics,Lumine,Night Cream 50ml,,14.9,12.6,"6,4",0.228,True,plastic_box,Aerosol-2,True,18.1,15.8,"9,32",stretch_film,7159,1236,2645,3,False,6.4,1201.536,5269.894736842105,True,True,1830.2720000000002,plastic_box
Food Jar,Anadolu,Hazelnut Paste 320g,,12.0,10.8,"16,1",1.492,True,plastic_box,Corrosive-8,False,0.0,0.0,,,7160,1461,2608,2,False,16.1,2086.5600000000004,1398.4986595174266,True,True,0.0,plastic_box
Book,Classic,Madonna in a Fur Coat,,23.8,14.7,"2,8",1.07,False,rigid_box,UN3481-Lithium_Ion_Battery,True,26.3,19.4,"12,62",foam_protector,7161,1440,3098,1,False,2.8,979.608,915.5214953271027,False,True,1428.6159999999998,rigid_box
Phone,Samsung,Galaxy S23, 512GB Midnight,15.7,7.7,"4,0",0.454,True,poly_bag,Aerosol-2,True,19.8,11.3,"8,44",double_carton,7162,1391,2768,3,False,4.0,483.56,1065.1101321585902,True,True,894.96,poly_bag
Textile,SoftWear,Basic T-Shirt M, Black 40,26.2,23.1,"4,7",0.263,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,7163,1071,2030,3,False,4.7,2844.534,10815.718631178706,False,True,0.0,rigid_box
Toy,ToyLand,Remote Control Car,,29.6,15.2,"18,9",1.153,False,cardboard_box,Compressed_Gas-2,True,32.8,17.1,"13,82",stretch_film,7164,1154,3893,3,False,18.9,8503.488,7375.098005203816,False,True,10600.632,cardboard_box
Appliance,Philips,Air Fryer XL,,35.1,19.6,"7,7",2.05,False,metal_box,Flammable_Liquid-3,True,39.5,22.9,"18,64",bubble_wrap,7165,1189,2285,2,False,7.7,5297.292,2584.044878048781,False,True,6965.035,metal_box
Food Jar,Anadolu,Hazelnut Paste 320g,,11.4,11.7,"17,0",1.204,False,glass_jar,Aerosol-2,True,14.3,14.9,"7,7",air_cushion,7166,1267,2834,1,False,17.0,2267.46,1883.2724252491696,False,True,3622.1900000000005,glass_jar
Textile,SoftWear,Polar Jacket L, 39,30.0,24.0,"5,5",0.397,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7167,1320,3983,3,False,5.5,3960.0,9974.811083123424,False,True,0.0,cardboard_box
Book,Classic,Madonna in a Fur Coat,,24.9,12.7,"3,3",0.401,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,7168,1106,2027,2,False,3.3,1043.5589999999997,2602.3915211970066,False,True,0.0,kraft_envelope
Toy,ToyLand,Wooden Block Set 60 pcs,,23.2,21.4,"14,1",0.962,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,7169,1231,4977,3,False,14.1,7000.3679999999995,7276.889812889813,False,True,0.0,rigid_box
Shoes,Nike,InfinityRN,,32.8,23.5,"13,2",1.035,False,cardboard_box,Aerosol-2,True,34.8,24.5,"18,55",double_carton,7170,1041,2977,2,False,13.2,10174.56,9830.492753623188,False,True,11254.319999999998,cardboard_box
Shoes,Nike,InfinityRN, Grey,31.7,23.0,"10,8",0.937,False,poly_bag,Corrosive-8,True,34.5,26.0,"17,95",corner_guard,7171,1189,2288,1,False,10.8,7874.280000000001,8403.713980789755,False,True,9687.6,poly_bag
Cosmetics,Lumine,Vitamin C Serum 30ml,,12.0,15.3,"8,5",0.39,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,7172,1370,3685,2,False,8.5,1560.6000000000001,4001.538461538462,False,True,0.0,cardboard_box
Textile,SoftWear,Basic T-Shirt M, White 39,29.1,22.4,"3,4",0.749,False,cardboard_box,Corrosive-8,False,0.0,0.0,,,7173,1138,2753,2,False,3.4,2216.256,2958.9532710280373,False,True,0.0,cardboard_box
Food Jar,Anadolu,Hazelnut Paste 320g,,13.8,12.1,"17,6",1.49,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,7174,1102,2000,3,False,17.6,2938.848,1972.3812080536914,False,True,0.0,cardboard_box
Laptop,Lenovo,ThinkBook 14, 512GB Black,38.3,21.5,"4,5",1.323,True,glass_jar,Compressed_Gas-2,False,0.0,0.0,,,7175,1170,3032,2,False,4.5,3705.5249999999996,2800.8503401360545,True,True,0.0,glass_jar
Shoes,Nike,Court Vision, White,27.7,22.0,"10,8",1.219,False,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,7176,1350,2588,3,False,10.8,6581.52,5399.114027891715,False,True,0.0,poly_bag
Phone,Samsung,Galaxy S24,,12.7,11.8,"3,5",0.296,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7177,1272,3910,2,False,3.5,524.51,1771.9932432432433,False,True,0.0,plastic_box
Shoes,Adidas,Grand Court, Black,30.0,17.9,"10,4",1.294,False,cardboard_box,Compressed_Gas-2,True,33.0,21.7,"16,71",air_cushion,7178,1480,3751,1,False,10.4,5584.8,4315.919629057187,False,True,7447.4400000000005,cardboard_box
Textile,SoftWear,Jeans 32x32, White 38,32.8,24.4,"8,1",0.206,False,kraft_envelope,Flammable_Liquid-3,True,35.5,29.7,"20,57",foam_protector,7179,1415,3323,2,False,8.1,6482.592,31468.893203883494,False,True,8540.234999999999,kraft_envelope
Shoes,Adidas,Ultraboost,,32.2,21.6,"11,1",1.061,False,plastic_box,UN3481-Lithium_Ion_Battery,True,37.6,25.6,"18,94",double_carton,7180,1220,4487,3,False,11.1,7720.272000000001,7276.410933081999,False,True,10684.416000000001,plastic_box
Book,Classic,Madonna in a Fur Coat,,24.4,17.3,"3,6",0.461,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,7181,1212,2626,2,False,3.6,1519.632,3296.3817787418657,False,True,0.0,poly_bag
Appliance,Philips,Kettle,,34.3,29.8,"11,2",2.954,False,glass_jar,Aerosol-2,True,36.2,32.0,"23,15",corner_guard,7182,1340,4239,2,False,11.2,11447.967999999999,3875.412322274881,False,True,12974.08,glass_jar
Laptop,Lenovo,IdeaPad 3, 512GB Starlight,34.3,17.9,"3,6",1.584,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7183,1423,3493,1,False,3.6,2210.292,1395.3863636363635,False,True,0.0,plastic_box
Textile,SoftWear,Hoodie L, Grey 37,25.7,23.2,"6,5",0.548,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7184,1406,2862,3,False,6.5,3875.56,7072.189781021897,False,True,0.0,cardboard_box
Food Jar,Anadolu,Hazelnut Paste 320g,,9.5,11.3,"19,6",1.599,True,plastic_box,UN3481-Lithium_Ion_Battery,True,11.6,15.6,"7,96",foam_protector,7185,1055,4747,1,False,19.6,2104.0600000000004,1315.8599124452785,True,True,3546.816,plastic_box
Phone,Apple,iPhone 15 Plus,,14.3,7.7,"4,7",0.561,False,glass_jar,Compressed_Gas-2,False,0.0,0.0,,,7186,1389,2499,2,False,4.7,517.517,922.4901960784314,False,True,0.0,glass_jar
Food Jar,Anadolu,Flower Honey 850g,,12.0,11.5,"17,6",1.223,False,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,7187,1341,3873,1,False,17.6,2428.8,1985.9362224039248,False,True,0.0,plastic_box
Shoes,Nike,InfinityRN, Red 37,32.1,21.2,"14,7",1.474,False,metal_box,Corrosive-8,False,0.0,0.0,,,7188,1433,3511,2,False,14.7,10003.643999999998,6786.732700135684,False,True,0.0,metal_box
Toy,ToyLand,Plush Bear 50cm,,20.6,21.6,"16,1",0.593,False,glass_jar,Corrosive-8,True,23.4,26.0,"15,29",corner_guard,7189,1101,4981,2,False,16.1,7163.856000000002,12080.70151770658,False,True,9795.24,glass_jar
Toy,ToyLand,Plush Bear 50cm,,32.3,18.8,"22,0",1.467,False,metal_box,,False,0.0,0.0,,,7190,1420,5025,1,False,22.0,13359.28,9106.530334014997,False,False,0.0,metal_box
Textile,SoftWear,Polar Jacket L, Red,25.4,12.3,"8,4",0.571,False,glass_jar,Compressed_Gas-2,True,30.2,15.3,"13,16",air_cushion,7191,1492,2681,1,False,8.4,2624.3280000000004,4596.021015761822,False,True,3881.304,glass_jar
Textile,SoftWear,Hoodie L, White,30.3,18.7,"7,1",0.468,False,kraft_envelope,,False,0.0,0.0,,,7192,1191,2165,2,False,7.1,4022.931,8596.00641025641,False,False,0.0,kraft_envelope
Textile,SoftWear,Jeans 32x32, Grey,33.0,28.6,"7,3",0.723,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7193,1498,2763,1,False,7.3,6889.740000000001,9529.377593360998,False,True,0.0,cardboard_box
Book,Classic,Crime and Punishment,,27.3,17.1,"2,6",1.194,True,poly_bag,Compressed_Gas-2,True,28.8,21.4,"14,21",foam_protector,7194,1309,2533,1,False,2.6,1213.758,1016.5477386934674,True,True,1602.4319999999998,poly_bag
Book,Classic,Les Miserables,,24.0,17.7,"3,4",0.522,False,poly_bag,Compressed_Gas-2,True,26.8,22.3,"13,6",stretch_film,7195,1199,4872,2,False,3.4,1444.3199999999997,2766.896551724137,False,True,2031.9759999999999,poly_bag
Book,Classic,Les Miserables,,27.7,18.6,"3,0",0.918,False,kraft_envelope,,False,0.0,0.0,,,7196,1232,3169,3,False,3.0,1545.66,1683.7254901960785,False,False,0.0,kraft_envelope
Appliance,Philips,Handheld Vacuum,,35.2,28.1,"6,3",1.311,False,plastic_box,UN3481-Lithium_Ion_Battery,True,37.6,31.5,"22,27",bubble_wrap,7197,1432,4734,1,False,6.3,6231.456,4753.20823798627,False,True,7461.72,plastic_box
Phone,Apple,iPhone 15,,21.4,10.1,"6,5",0.653,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,7198,1226,2915,1,False,6.5,1404.9099999999999,2151.470137825421,False,True,0.0,poly_bag
Phone,Samsung,Galaxy S23, 256GB Blue,15.8,8.2,"5,8",0.61,True,glass_jar,Flammable_Liquid-3,True,19.5,10.0,"8,53",bubble_wrap,7199,1370,3683,3,False,5.8,751.448,1231.8819672131146,True,True,1131.0,glass_jar
Laptop,Dell,Inspiron 14,,30.7,22.3,"2,2",1.805,True,kraft_envelope,Aerosol-2,True,32.2,25.8,"17,09",double_carton,7200,1138,2757,1,False,2.2,1506.142,834.4277008310249,True,True,1827.6720000000005,kraft_envelope
Textile,SoftWear,Hoodie L,,35.2,19.5,"7,5",0.45,False,kraft_envelope,Corrosive-8,True,37.8,23.1,"19,57",foam_protector,7201,1343,2133,2,False,7.5,5148.000000000001,11440.000000000002,False,True,6548.849999999999,kraft_envelope
Textile,SoftWear,Polar Jacket L, 37,33.9,22.2,"7,9",0.552,False,poly_bag,Corrosive-8,True,36.8,25.6,"18,72",double_carton,7202,1304,4031,1,False,7.9,5945.382,10770.61956521739,False,True,7442.432,poly_bag
Appliance,Philips,Air Fryer XL,,37.4,24.2,"7,0",1.677,True,poly_bag,Flammable_Liquid-3,True,42.9,26.8,"22,17",stretch_film,7203,1148,4569,2,False,7.0,6335.5599999999995,3777.9129397734046,True,True,8048.04,poly_bag
Appliance,Philips,Kettle,,38.6,25.5,"7,5",2.028,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,7204,1114,4357,3,False,7.5,7382.250000000001,3640.1627218934914,False,True,0.0,cardboard_box
Textile,SoftWear,Hoodie L,,29.9,23.4,"6,0",0.645,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,7205,1449,3880,3,False,6.0,4197.96,6508.46511627907,False,True,0.0,glass_jar
Food Jar,Anadolu,Flower Honey 850g,,11.0,12.1,"18,0",1.292,True,rigid_box,Corrosive-8,True,16.6,14.9,"8,61",stretch_film,7206,1062,2748,3,False,18.0,2395.7999999999997,1854.3343653250772,True,True,4452.120000000001,rigid_box
Phone,Apple,iPhone 15,,15.9,9.9,"4,0",0.435,False,rigid_box,UN3481-Lithium_Ion_Battery,True,18.2,11.2,"7,56",corner_guard,7207,1103,3623,1,False,4.0,629.64,1447.4482758620688,False,True,815.3599999999999,rigid_box
Textile,SoftWear,Polar Jacket L, Red,26.5,20.2,"6,4",0.469,False,poly_bag,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,7208,1338,4444,3,False,6.4,3425.92,7304.733475479745,False,True,0.0,poly_bag
Book,Classic,Madonna in a Fur Coat,,28.8,17.5,"3,0",0.82,False,kraft_envelope,,False,0.0,0.0,,,7209,1358,2952,1,False,3.0,1512.0,1843.9024390243903,False,False,0.0,kraft_envelope
Shoes,Nike,Court Vision, 41,34.3,18.2,"13,3",1.363,False,plastic_box,Aerosol-2,False,0.0,0.0,,,7210,1155,4585,1,False,13.3,8302.658,6091.458547322083,False,True,0.0,plastic_box
Toy,ToyLand,Wooden Block Set 60 pcs,,22.0,19.8,"19,7",0.88,True,metal_box,Corrosive-8,False,0.0,0.0,,,7211,1272,3911,1,False,19.7,8581.32,9751.5,True,True,0.0,metal_box
Shoes,Nike,InfinityRN, Black 38,30.3,23.2,"12,0",1.421,False,kraft_envelope,Corrosive-8,False,0.0,0.0,,,7212,1005,3781,3,False,12.0,8435.52,5936.326530612245,False,True,0.0,kraft_envelope
Laptop,Lenovo,Yoga Slim 7, 128GB Silver,35.6,24.3,"1,0",1.673,False,plastic_box,Corrosive-8,True,39.5,26.4,"21,89",bubble_wrap,7213,1146,3455,3,False,1.0,865.08,517.083084279737,False,True,1042.8,plastic_box
Shoes,Adidas,Superstar, Red 37,28.5,22.0,"13,9",1.163,False,plastic_box,UN3481-Lithium_Ion_Battery,True,32.8,24.0,"17,56",stretch_film,7214,1183,3352,1,False,13.9,8715.300000000001,7493.809114359416,False,True,10942.08,plastic_box
Food Jar,Anadolu,Flower Honey 850g,,11.4,12.1,"15,2",1.121,False,glass_jar,Flammable_Liquid-3,False,0.0,0.0,,,7215,1485,4796,3,False,15.2,2096.6879999999996,1870.372881355932,False,True,0.0,glass_jar
Laptop,Dell,Inspiron 14,,38.6,23.8,"2,1",1.836,True,poly_bag,Compressed_Gas-2,True,41.0,24.8,"19,75",stretch_film,7216,1027,2817,1,False,2.1,1929.2280000000003,1050.7777777777778,True,True,2135.28,poly_bag
Laptop,Lenovo,IdeaPad 3, 256GB Starlight,33.3,19.8,"2,1",1.405,False,poly_bag,Corrosive-8,False,0.0,0.0,,,7217,1449,3886,3,False,2.1,1384.6139999999998,985.4903914590745,False,True,0.0,poly_bag
Book,Classic,The Metamorphosis,,15.5,14.3,"2,5",0.29,False,metal_box,Compressed_Gas-2,True,19.6,17.1,"9,85",corner_guard,7218,1037,3711,2,False,2.5,554.125,1910.7758620689656,False,True,837.9000000000001,metal_box
Laptop,Lenovo,IdeaPad 3, 256GB Blue,29.3,22.3,"2,4",2.078,True,plastic_box,UN3481-Lithium_Ion_Battery,True,33.5,24.9,"18,1",foam_protector,7219,1118,4625,3,False,2.4,1568.136,754.6371511068336,True,True,2001.9599999999998,plastic_box
Book,Classic,Madonna in a Fur Coat,,23.5,14.5,"3,6",0.611,False,kraft_envelope,Aerosol-2,True,26.4,16.9,"11,91",corner_guard,7220,1292,2878,3,False,3.6,1226.7,2007.6923076923078,False,True,1606.1759999999997,kraft_envelope
Phone,Samsung,Galaxy S23,,18.5,5.9,"3,0",0.132,False,kraft_envelope,Compressed_Gas-2,True,22.0,8.4,"8,25",corner_guard,7221,1370,3684,3,False,3.0,327.45000000000005,2480.6818181818185,False,True,554.4000000000001,kraft_envelope
Phone,Apple,iPhone 14,,16.0,6.6,"4,0",0.311,True,metal_box,Corrosive-8,True,19.3,10.5,"8,7",stretch_film,7222,1243,2330,1,False,4.0,422.4,1358.1993569131832,True,True,810.6,metal_box
Shoes,Adidas,Superstar, 43,32.5,24.9,"8,1",1.077,False,metal_box,Flammable_Liquid-3,True,33.9,27.0,"18,23",foam_protector,7223,1067,3667,1,False,8.1,6554.924999999999,6086.281337047353,False,True,7413.929999999999,metal_box
Cosmetics,Lumine,Vitamin C Serum 30ml,,11.5,11.3,"9,0",0.073,True,poly_bag,Flammable_Liquid-3,True,16.4,14.8,"8,14",corner_guard,7224,1213,2903,2,False,9.0,1169.5500000000002,16021.232876712333,True,True,2184.48,poly_bag
Textile,SoftWear,Polar Jacket L, 40,27.8,21.8,"3,7",0.55,True,plastic_box,UN3481-Lithium_Ion_Battery,True,31.8,23.3,"16,11",double_carton,7225,1217,2556,2,False,3.7,2242.3480000000004,4076.996363636364,True,True,2741.4780000000005,plastic_box
Shoes,Nike,Court Vision,,31.9,20.8,"13,5",0.856,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,35.9,23.7,"17,26",corner_guard,7226,1176,4399,2,False,13.5,8957.52,10464.392523364486,False,True,11486.204999999998,cardboard_box
Cosmetics,Lumine,Night Cream 50ml,,13.5,14.8,"8,7",0.109,False,plastic_box,UN3481-Lithium_Ion_Battery,True,16.1,17.1,"8,64",bubble_wrap,7227,1298,3913,1,False,8.7,1738.26,15947.339449541285,False,True,2395.197,plastic_box
Phone,Samsung,Galaxy S22,,17.0,9.2,"3,4",0.54,False,plastic_box,Corrosive-8,False,0.0,0.0,,,7228,1163,4384,2,False,3.4,531.7599999999999,984.7407407407404,False,True,0.0,plastic_box
Phone,Samsung,Galaxy A34, 256GB Graphite,15.7,10.6,"5,9",0.548,False,glass_jar,Flammable_Liquid-3,True,19.2,13.2,"10,49",bubble_wrap,7229,1057,3852,2,False,5.9,981.8779999999999,1791.7481751824814,False,True,1495.2959999999998,glass_jar
Food Jar,Anadolu,Flower Honey 850g,,10.5,12.8,"19,0",1.228,True,cardboard_box,Corrosive-8,True,12.7,16.1,"8,03",bubble_wrap,7230,1268,4082,3,False,19.0,2553.6,2079.4788273615636,True,True,3884.93,cardboard_box
Laptop,Dell,Vostro 15, 256GB Black,34.1,30.0,"3,0",1.763,False,plastic_box,Corrosive-8,True,36.6,31.5,"21,95",double_carton,7231,1307,3472,2,False,3.0,3069.0,1740.7827566647761,False,True,3458.7000000000003,plastic_box
Laptop,Lenovo,ThinkBook 14, 512GB Silver,36.9,21.0,"4,4",1.711,False,rigid_box,Flammable_Liquid-3,True,40.7,23.7,"19,26",double_carton,7232,1057,3849,3,False,4.4,3409.5600000000004,1992.7293980128582,False,True,4244.196000000001,rigid_box
Textile,SoftWear,Jeans 32x32, 36,20.4,20.7,"4,6",0.505,False,cardboard_box,Aerosol-2,False,0.0,0.0,,,7233,1287,3865,1,False,4.6,1942.4879999999998,3846.5108910891086,False,True,0.0,cardboard_box
Shoes,Nike,Air Zoom Pegasus, White 37,30.8,21.3,"13,9",1.001,False,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,7234,1464,4648,1,False,13.9,9118.956000000002,9109.846153846156,False,True,0.0,kraft_envelope
Phone,Apple,iPhone 15 Plus,,14.5,8.5,"5,7",0.285,True,glass_jar,UN3481-Lithium_Ion_Battery,True,16.9,12.4,"8,27",corner_guard,7235,1104,4360,3,False,5.7,702.525,2465.0,True,True,1194.492,glass_jar
Phone,Apple,iPhone 14, 512GB Blue,14.9,7.2,"5,7",0.671,True,cardboard_box,Corrosive-8,False,0.0,0.0,,,7236,1227,4593,2,False,5.7,611.496,911.3204172876303,True,True,0.0,cardboard_box
Home Decor,HomeArt,Glass Vase Medium,,28.3,20.3,"19,8",1.225,False,metal_box,Flammable_Liquid-3,True,29.3,24.8,"15,86",corner_guard,7237,1246,3333,1,False,19.8,11374.902,9285.634285714284,False,True,14387.472,metal_box
Book,Classic,The Metamorphosis,,24.7,17.5,"3,3",0.648,False,metal_box,Compressed_Gas-2,True,28.9,20.5,"13,39",stretch_film,7238,1187,2272,3,False,3.3,1426.425,2201.273148148148,False,True,1955.0849999999996,metal_box
Shoes,Adidas,Superstar,,26.1,22.2,"11,5",0.649,False,cardboard_box,,False,0.0,0.0,,,7239,1493,3990,1,False,11.5,6663.33,10267.072419106316,False,False,0.0,cardboard_box
Food Jar,Anadolu,Flower Honey 850g,,12.1,11.1,"14,9",1.044,False,kraft_envelope,Aerosol-2,True,13.9,13.7,"7,91",bubble_wrap,7240,1082,4658,1,False,14.9,2001.219,1916.876436781609,False,True,2837.407,kraft_envelope
Laptop,Dell,Vostro 15,,39.0,17.3,"3,2",1.721,True,plastic_box,Aerosol-2,True,42.0,19.8,"17,83",foam_protector,7241,1185,4021,2,False,3.2,2159.0400000000004,1254.5264381173738,True,True,2661.1200000000003,plastic_box
Textile,SoftWear,Polar Jacket L, White,22.6,18.6,"8,8",0.356,False,metal_box,Aerosol-2,True,25.1,22.1,"12,82",bubble_wrap,7242,1251,2615,1,False,8.8,3699.168000000001,10390.92134831461,False,True,4881.448,metal_box
Shoes,Adidas,Superstar, 42,29.1,20.4,"11,1",1.122,False,poly_bag,,False,0.0,0.0,,,7243,1354,3930,3,False,11.1,6589.4039999999995,5872.90909090909,False,False,0.0,poly_bag
