sku;category;brand;model;variant;width_cm;length_cm;height_cm;weight_kg;fragile;package_type;hazard_class;extra_package;extra_width_cm;extra_length_cm;extra_price_usd;extra_type
NIKE-71AF42;Shoes;Nike;Downshifter; Red;33,2;22,2;11,2;1,386;False;rigid_box;Compressed_Gas-2;False;35.6;24.6;19.35;air_cushion
NIKE-74DE70;Shoes;Nike;Revolution; 42;31,4;22,7;13,9;1,46;False;plastic_box;UN3481-Lithium_Ion_Battery;False;36.5;26.3;21.33;bubble_wrap
NIKE-79EC46;Shoes;Nike;Revolution; Black 40;33,7;19,5;14,0;1,173;False;metal_box;Corrosive-8;True;37.5;22.6;17.21;double_carton
NIKE-7AAC68;Shoes;Nike;Air Zoom Pegasus; Grey 37;32,5;20,4;12,5;0,96;False;plastic_box;Aerosol-2;True;34.0;25.0;17.25;bubble_wrap
NIKE-7E13EB;Shoes;Nike;Court Vision; Navy 37;35,2;21,6;11,9;1,64;False;metal_box;Aerosol-2;False;35.3;24.6;18.34;bubble_wrap
NIKE-7E472B;Shoes;Nike;Court Vision; 43;34,1;23,1;10,3;0,998;False;rigid_box;Corrosive-8;False;;;;
NIKE-8006C2;Shoes;Nike;Court Vision; Grey;31,2;24,1;12,3;0,857;False;metal_box;UN3481-Lithium_Ion_Battery;False;35.8;22.6;17.71;air_cushion
NIKE-810880;Shoes;Nike;InfinityRN; Red 38;31,1;24,3;12,6;0,903;False;glass_jar;Corrosive-8;True;35.0;29.2;20.72;double_carton
NIKE-813035;Shoes;Nike;Revolution; Grey;29,5;20,8;13,4;1,212;False;poly_bag;Flammable_Liquid-3;False;36.0;23.8;19.16;bubble_wrap
NIKE-82BC4F;Shoes;Nike;Downshifter; 40;35,8;21,6;11,2;1,232;False;rigid_box;Aerosol-2;True;38.2;24.1;18.31;air_cushion
NIKE-83FB3A;Shoes;Nike;Revolution; Black 42;31,7;19,4;13,0;1,399;True;kraft_envelope;Flammable_Liquid-3;False;;;;
NIKE-85A5F9;Shoes;Nike;Downshifter; Navy 40;33,4;21,4;10,4;0,933;False;glass_jar;Flammable_Liquid-3;True;36.7;23.7;18.09;air_cushion
NIKE-860E32;Shoes;Nike;Air Zoom Pegasus; 40;28,0;24,1;10,3;1,254;True;glass_jar;Aerosol-2;True;29.8;27.3;16.74;stretch_film
NIKE-87E2B5;Shoes;Nike;Revolution; 43;36,2;19,0;13,0;1,264;False;metal_box;Compressed_Gas-2;True;39.3;22.8;18.92;double_carton
NIKE-8992F1;Shoes;Nike;InfinityRN; Navy 36;33,1;19,6;9,9;0,977;False;poly_bag;Compressed_Gas-2;False;;;;
NIKE-8EAF50;Shoes;Nike;Court Vision; Black 36;28,6;20,5;11,7;0,403;False;rigid_box;Flammable_Liquid-3;False;33.2;21.9;15.79;corner_guard
NIKE-8EC1F6;Shoes;Nike;Revolution; Black 39;30,9;21,1;12,4;1,383;False;plastic_box;Corrosive-8;True;32.8;22.9;16.4;bubble_wrap
NIKE-90FBAF;Shoes;Nike;InfinityRN; Navy 42;28,3;18,6;11,9;1,225;False;glass_jar;Compressed_Gas-2;True;30.4;22.8;16.3;air_cushion
NIKE-91A8F2;Shoes;Nike;InfinityRN; Red 40;29,8;21,8;12,9;0,992;False;glass_jar;Compressed_Gas-2;False;;;;
NIKE-926792;Shoes;Nike;Air Zoom Pegasus; 38;33,0;21,4;13,0;1,236;True;glass_jar;Corrosive-8;False;;;;
NIKE-945DF6;Shoes;Nike;Revolution; White 38;30,7;20,3;10,2;1,207;False;poly_bag;Corrosive-8;True;34.4;21.3;16.08;bubble_wrap
NIKE-946235;Shoes;Nike;Revolution; Red 40;32,1;19,8;11,5;1,272;False;plastic_box;Compressed_Gas-2;True;35.8;22.4;17.03;double_carton
NIKE-96419F;Shoes;Nike;Air Zoom Pegasus; Navy 40;33,4;23,4;11,8;1,087;False;metal_box;UN3481-Lithium_Ion_Battery;True;36.3;27.4;20.8;air_cushion
NIKE-96D27D;Shoes;Nike;Air Zoom Pegasus; Red 42;32,7;21,9;11,1;0,989;False;rigid_box;Compressed_Gas-2;True;34.7;25.2;18.76;corner_guard
NIKE-96FBD6;Shoes;Nike;InfinityRN; Grey 39;36,5;21,6;11,9;1,404;False;metal_box;Aerosol-2;True;39.9;25.4;21.02;stretch_film
NIKE-99A573;Shoes;Nike;Air Zoom Pegasus; Red 41;31,8;17,2;9,8;0,866;False;metal_box;UN3481-Lithium_Ion_Battery;True;34.2;20.4;15.87;air_cushion
NIKE-99AE25;Shoes;Nike;Revolution; White;34,3;21,1;12,7;1,368;False;rigid_box;UN3481-Lithium_Ion_Battery;True;37.6;24.2;19.18;air_cushion
NIKE-9CE77A;Shoes;Nike;Revolution; Red;27,9;22,4;11,5;0,854;False;rigid_box;Corrosive-8;False;31.8;24.3;16.78;foam_protector
NIKE-9D5A81;Shoes;Nike;Downshifter; Grey 36;33,6;19,1;9,6;0,734;False;cardboard_box;Compressed_Gas-2;False;;;;
NIKE-9D5E94;Shoes;Nike;Downshifter; Black 38;35,6;21,0;12,0;1,037;False;glass_jar;UN3481-Lithium_Ion_Battery;True;39.4;27.2;20.84;air_cushion
NIKE-A10B14;Shoes;Nike;Downshifter; White 36;32,3;20,4;14,6;0,96;False;poly_bag;Corrosive-8;False;31.9;30.3;19.1;foam_protector
NIKE-A1EFC8;Shoes;Nike;Court Vision; Grey 39;27,3;23,3;10,6;1,366;False;plastic_box;UN3481-Lithium_Ion_Battery;True;30.4;25.5;16.13;foam_protector
NIKE-A3AB01;Shoes;Nike;Downshifter; White;30,0;22,7;11,5;1,282;False;glass_jar;UN3481-Lithium_Ion_Battery;False;28.5;22.2;15.87;stretch_film
NIKE-A3E596;Shoes;Nike;Court Vision; Red 38;24,6;20,0;14,3;0,713;False;glass_jar;Compressed_Gas-2;True;28.7;22.5;14.38;foam_protector
NIKE-A61F9A;Shoes;Nike;Revolution; Navy 43;31,9;22,7;14,2;1,355;False;rigid_box;Aerosol-2;True;34.1;25.6;18.52;stretch_film
NIKE-A71C96;Shoes;Nike;Downshifter; Black 40;34,0;19,2;12,9;1,157;False;cardboard_box;Compressed_Gas-2;True;37.6;25.4;19.51;foam_protector
NIKE-A8E311;Shoes;Nike;Air Zoom Pegasus; Navy;37,8;17,4;12,0;0,647;False;cardboard_box;Aerosol-2;False;33.9;24.9;17.64;foam_protector
NIKE-A92FFA;Shoes;Nike;Court Vision; Navy 39;31,5;21,2;14,3;1,113;False;plastic_box;UN3481-Lithium_Ion_Battery;True;35.2;24.0;18.24;bubble_wrap
NIKE-A96726;Shoes;Nike;Revolution;;30,8;22,9;11,7;1,177;False;poly_bag;Flammable_Liquid-3;False;34.6;24.5;17.93;air_cushion
NIKE-AABCEF;Shoes;Nike;Downshifter; Black 37;34,3;24,1;12,4;1,284;False;kraft_envelope;Aerosol-2;True;37.7;27.1;19.83;bubble_wrap
NIKE-AB6780;Shoes;Nike;Revolution; 40;28,6;19,6;12,7;0,889;False;cardboard_box;Flammable_Liquid-3;False;;;;
NIKE-AC60B9;Shoes;Nike;Air Zoom Pegasus; 43;27,0;22,2;11,7;0,944;False;glass_jar;UN3481-Lithium_Ion_Battery;True;30.7;24.2;16.59;stretch_film
NIKE-AC6A97;Shoes;Nike;Revolution; Navy 39;27,8;22,7;14,3;1,156;True;poly_bag;Flammable_Liquid-3;False;37.3;24.0;18.83;stretch_film
NIKE-ACA505;Shoes;Nike;Downshifter; Grey 43;31,3;22,2;11,6;1,2;False;plastic_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-ADC866;Shoes;Nike;Downshifter; 39;30,0;24,7;14,1;1,173;False;kraft_envelope;Flammable_Liquid-3;False;;;;
NIKE-AEDC7E;Shoes;Nike;Air Zoom Pegasus; Grey 36;29,6;17,8;12,5;1,254;False;cardboard_box;Compressed_Gas-2;False;;;;
NIKE-AF3C01;Shoes;Nike;Downshifter; Navy 42;29,9;19,0;11,5;1,334;False;kraft_envelope;Corrosive-8;True;33.3;22.2;17.57;air_cushion
NIKE-B0B58F;Shoes;Nike;InfinityRN; Red 41;29,3;22,6;13,8;1,152;False;cardboard_box;Aerosol-2;False;32.6;25.2;16.82;foam_protector
NIKE-B0C541;Shoes;Nike;InfinityRN; 40;32,0;21,4;11,2;0,635;False;plastic_box;Aerosol-2;False;39.0;20.2;16.32;stretch_film
NIKE-B3F306;Shoes;Nike;Revolution; White 37;32,5;23,5;12,9;1,084;False;kraft_envelope;Corrosive-8;True;35.9;27.5;19.73;stretch_film
NIKE-B3F4D8;Shoes;Nike;Air Zoom Pegasus; Navy 42;32,1;16,9;13,0;1,113;False;rigid_box;Flammable_Liquid-3;True;34.6;20.6;15.19;corner_guard
NIKE-B4AF32;Shoes;Nike;Downshifter; White 43;27,2;15,7;12,0;1,294;False;plastic_box;Aerosol-2;False;;;;
NIKE-B53C5C;Shoes;Nike;Air Zoom Pegasus; White;38,5;23,2;9,7;1,424;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;42.8;26.8;22.01;double_carton
NIKE-B8F9A8;Shoes;Nike;InfinityRN; White 43;30,9;20,7;8,6;1,279;False;glass_jar;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-BA92FD;Shoes;Nike;Downshifter; Red 40;32,6;16,0;13,7;1,233;False;rigid_box;Aerosol-2;True;34.3;19.3;14.43;foam_protector
NIKE-BBD206;Shoes;Nike;Court Vision;;27,0;23,0;14,7;1,288;False;cardboard_box;Compressed_Gas-2;True;28.9;26.0;16.52;air_cushion
NIKE-BEE7B3;Shoes;Nike;Downshifter; Navy 36;31,1;21,0;13,9;1,403;False;plastic_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-C26786;Shoes;Nike;Air Zoom Pegasus; Red;30,0;24,9;11,8;1,081;False;plastic_box;Aerosol-2;False;33.9;22.7;17.04;foam_protector
NIKE-C409B6;Shoes;Nike;Downshifter; White 38;33,5;19,7;11,2;0,892;False;plastic_box;Compressed_Gas-2;True;34.5;24.5;19.65;bubble_wrap
NIKE-C4928C;Shoes;Nike;InfinityRN; White 40;30,3;18,7;11,7;1,048;False;metal_box;Aerosol-2;False;;;;
NIKE-C719BB;Shoes;Nike;Court Vision; Black 42;31,6;19,6;12,2;1,121;False;glass_jar;Flammable_Liquid-3;False;;;;
NIKE-C879F5;Shoes;Nike;InfinityRN; Grey 43;30,1;22,1;11,3;0,989;False;rigid_box;Compressed_Gas-2;True;33.4;26.2;18.5;double_carton
NIKE-CA4A78;Shoes;Nike;InfinityRN; Red 42;30,4;20,9;10,6;0,749;False;metal_box;UN3481-Lithium_Ion_Battery;True;33.1;24.0;16.42;corner_guard
NIKE-CB24DC;Shoes;Nike;InfinityRN; Grey 40;32,7;21,3;9,7;1,28;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;35.3;24.9;17.68;bubble_wrap
NIKE-CC0B07;Shoes;Nike;Downshifter; Grey 39;32,9;22,3;14,0;1,642;False;poly_bag;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-CD3875;Shoes;Nike;InfinityRN; 41;27,0;20,9;11,5;0,882;False;cardboard_box;Flammable_Liquid-3;False;35.1;25.7;19.34;stretch_film
NIKE-CF92F5;Shoes;Nike;Air Zoom Pegasus; White 37;30,8;21,3;13,9;1,001;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-D0BFDC;Shoes;Nike;InfinityRN; Navy 37;34,3;21,1;13,4;1,319;False;kraft_envelope;Aerosol-2;True;38.8;25.9;21.19;stretch_film
NIKE-D19E6E;Shoes;Nike;Air Zoom Pegasus; White 41;29,4;18,9;10,2;0,925;True;plastic_box;Corrosive-8;True;32.3;21.6;15.46;foam_protector
NIKE-D1AA47;Shoes;Nike;Revolution; 38;33,7;20,3;14,3;1,244;False;metal_box;Compressed_Gas-2;True;36.3;23.4;18.28;corner_guard
NIKE-D1F443;Shoes;Nike;Downshifter; Red 38;31,2;21,2;11,5;0,902;False;cardboard_box;Aerosol-2;False;;;;
NIKE-D4A0B4;Shoes;Nike;Revolution; 37;26,5;21,3;13,1;0,579;False;glass_jar;Aerosol-2;True;29.4;24.4;15.26;stretch_film
NIKE-D592A9;Shoes;Nike;InfinityRN; Black;29,2;23,6;13,7;1,161;False;kraft_envelope;Flammable_Liquid-3;True;32.9;27.4;19.28;double_carton
NIKE-D5AD83;Shoes;Nike;Court Vision; Black 43;30,7;24,1;13,5;0,98;False;kraft_envelope;Aerosol-2;False;;;;
NIKE-D716B7;Shoes;Nike;InfinityRN; Grey 42;33,2;19,6;11,3;1,143;True;poly_bag;UN3481-Lithium_Ion_Battery;True;36.7;24.3;18.74;air_cushion
NIKE-D8858A;Shoes;Nike;InfinityRN; Navy 43;27,3;23,0;10,8;0,891;False;plastic_box;Flammable_Liquid-3;True;32.8;25.7;17.85;corner_guard
NIKE-D9D7B8;Shoes;Nike;InfinityRN; White 38;33,7;19,9;11,9;1,029;False;plastic_box;UN3481-Lithium_Ion_Battery;True;35.3;23.4;18.2;stretch_film
NIKE-DB292C;Shoes;Nike;InfinityRN; White 37;30,9;20,0;12,0;1,334;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;34.5;22.1;16.5;air_cushion
NIKE-DCAA4B;Shoes;Nike;Court Vision; 40;34,9;21,0;8,7;1,39;False;metal_box;Aerosol-2;True;36.4;22.7;17.27;stretch_film
NIKE-DCD143;Shoes;Nike;Revolution; Navy 42;32,4;21,3;12,1;0,909;False;kraft_envelope;Compressed_Gas-2;False;;;;
NIKE-DE5036;Shoes;Nike;InfinityRN; White 42;31,2;20,6;10,5;1,608;False;cardboard_box;UN3481-Lithium_Ion_Battery;False;;;;
NIKE-DEBFCF;Shoes;Nike;Downshifter; White 41;32,1;18,2;13,4;0,586;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;36.6;19.6;15.26;corner_guard
NIKE-DF5F5E;Shoes;Nike;Downshifter; 36;30,6;21,1;14,0;1,261;True;rigid_box;Compressed_Gas-2;True;34.5;24.8;19.44;double_carton
NIKE-E07F5B;Shoes;Nike;Revolution; Red 42;27,8;17,7;11,1;1,132;False;plastic_box;Compressed_Gas-2;True;31.1;21.7;15.94;double_carton
NIKE-E2AD06;Shoes;Nike;Court Vision; Black 39;29,2;21,9;10,7;1,268;False;cardboard_box;Aerosol-2;False;;;;
NIKE-E40F00;Shoes;Nike;InfinityRN; White 39;31,4;25,7;10,9;0,909;False;poly_bag;;False;;;;
NIKE-E43EC6;Shoes;Nike;Court Vision; Black 40;28,0;18,1;10,3;0,905;False;glass_jar;Aerosol-2;True;30.5;19.3;13.78;double_carton
NIKE-E4AA79;Shoes;Nike;InfinityRN; Grey 41;26,9;20,4;10,9;0,989;False;poly_bag;Compressed_Gas-2;False;;;;
NIKE-E5CA2C;Shoes;Nike;Revolution; White 40;31,4;21,6;14,8;1,279;False;kraft_envelope;Aerosol-2;False;;;;
NIKE-E5D728;Shoes;Nike;InfinityRN; Navy 39;32,5;22,4;10,7;1,221;False;plastic_box;Aerosol-2;True;36.1;25.5;18.47;corner_guard
NIKE-E7ABE4;Shoes;Nike;Court Vision; 39;35,7;19,6;9,9;0,939;False;glass_jar;UN3481-Lithium_Ion_Battery;True;39.9;22.9;18.68;stretch_film
NIKE-E8CD9A;Shoes;Nike;Court Vision; Red;29,8;22,4;12,4;1,452;False;metal_box;UN3481-Lithium_Ion_Battery;False;31.6;25.9;17.41;stretch_film
NIKE-E9AF1A;Shoes;Nike;InfinityRN; Black 39;33,6;22,5;14,3;1,224;False;plastic_box;Compressed_Gas-2;True;36.4;24.8;18.04;corner_guard
NIKE-EB19FB;Shoes;Nike;Air Zoom Pegasus; Black 38;30,8;17,5;12,9;0,952;False;plastic_box;Corrosive-8;True;33.6;21.5;16.88;air_cushion
NIKE-ECAC10;Shoes;Nike;InfinityRN; Red 43;30,0;20,2;13,3;1,002;False;glass_jar;Corrosive-8;False;;;;
NIKE-ECFF03;Shoes;Nike;Air Zoom Pegasus; Navy 41;34,4;18,2;9,7;1,354;False;cardboard_box;Flammable_Liquid-3;False;;;;
NIKE-EE1F71;Shoes;Nike;InfinityRN; 38;29,1;22,4;13,1;0,958;False;poly_bag;Compressed_Gas-2;False;37.2;24.2;18.0;double_carton
NIKE-EE5CFA;Shoes;Nike;Court Vision; Navy 40;34,4;18,1;12,0;1,07;False;kraft_envelope;Aerosol-2;True;37.1;21.1;17.32;bubble_wrap
NIKE-EED131;Shoes;Nike;Court Vision; Navy;31,2;24,4;8,8;1,141;False;metal_box;Flammable_Liquid-3;True;35.4;27.9;20.68;air_cushion
NIKE-F0BB85;Shoes;Nike;Court Vision; 42;32,9;26,8;13,4;0,943;False;metal_box;Corrosive-8;False;;;;
NIKE-F426D2;Shoes;Nike;Air Zoom Pegasus; White 43;33,1;22,0;9,1;1,664;True;metal_box;UN3481-Lithium_Ion_Battery;True;37.0;25.2;18.58;stretch_film
NIKE-F48630;Shoes;Nike;Air Zoom Pegasus; 41;34,7;18,9;12,1;0,621;False;rigid_box;Aerosol-2;False;31.8;25.8;16.81;foam_protector
NIKE-F4D484;Shoes;Nike;InfinityRN; 42;25,5;20,2;13,3;1,029;False;cardboard_box;Corrosive-8;True;28.3;21.2;13.5;air_cushion
NIKE-F519CA;Shoes;Nike;Air Zoom Pegasus; Red 39;30,6;22,0;12,5;0,709;False;plastic_box;Compressed_Gas-2;False;;;;
NIKE-F5EBC3;Shoes;Nike;Revolution; Navy;30,0;21,1;11,4;1,416;False;glass_jar;Compressed_Gas-2;False;38.3;29.9;21.81;air_cushion
NIKE-F7274B;Shoes;Nike;Court Vision; White 41;32,8;19,0;14,0;0,903;False;glass_jar;Corrosive-8;True;35.3;21.1;16.24;foam_protector
NIKE-F8D96B;Shoes;Nike;InfinityRN; Grey;33,7;20,9;11,7;0,615;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;35.5;22.7;16.99;stretch_film
NIKE-F8E4A8;Shoes;Nike;Revolution; Red 36;27,9;25,2;12,0;0,604;False;metal_box;Compressed_Gas-2;False;33.5;25.0;17.07;foam_protector
NIKE-F91A88;Shoes;Nike;Downshifter; Navy;28,4;22,6;10,5;1,255;False;rigid_box;Flammable_Liquid-3;False;36.7;28.0;20.15;bubble_wrap
NIKE-F981DD;Shoes;Nike;Air Zoom Pegasus; Grey 39;33,7;22,1;8,8;0,657;False;poly_bag;Compressed_Gas-2;False;;;;
NIKE-FBB96F;Shoes;Nike;InfinityRN; Red 36;31,6;19,0;12,3;0,913;False;kraft_envelope;Aerosol-2;False;;;;
NIKE-FBDA32;Shoes;Nike;InfinityRN; Black 41;32,9;19,8;16,0;0,838;False;kraft_envelope;Flammable_Liquid-3;False;;;;
NIKE-FC6F74;Shoes;Nike;Air Zoom Pegasus; Grey 42;32,6;24,0;11,6;1,325;False;metal_box;Compressed_Gas-2;True;36.1;26.2;19.67;foam_protector
NIKE-FD649D;Shoes;Nike;Air Zoom Pegasus; Red 40;29,1;21,5;10,9;1,286;False;metal_box;Aerosol-2;True;31.3;24.2;16.04;air_cushion
NIKE-FD7652;Shoes;Nike;Revolution; Black 43;33,1;21,0;15,6;0,908;False;metal_box;Aerosol-2;True;36.2;25.0;19.07;bubble_wrap
NIKE-FF9033;Shoes;Nike;Air Zoom Pegasus; Black 41;30,3;18,6;10,9;1,01;False;poly_bag;Aerosol-2;True;34.1;20.2;15.82;stretch_film
PHIL-162087;Appliance;Philips;Air Fryer XL;;43,8;28,1;11,3;1,868;False;glass_jar;Compressed_Gas-2;True;47.5;31.7;28.48;air_cushion
PHIL-537C5E;Appliance;Philips;Handheld Vacuum;;41,1;22,4;10,2;0,838;True;cardboard_box;Corrosive-8;True;44.2;26.7;23.15;double_carton
PHIL-822F1A;Appliance;Philips;Kettle;;35,3;31,2;10,4;1,686;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;38.6;34.9;25.76;foam_protector
SAMS-0083B5;Phone;Samsung;Galaxy S24; 256GB Black;17,6;8,4;5,3;0,632;False;cardboard_box;Compressed_Gas-2;True;21.6;11.9;8.67;double_carton
SAMS-02B8BC;Phone;Samsung;Galaxy S22; 512GB Silver;15,8;9,6;6,3;0,408;True;metal_box;Flammable_Liquid-3;True;19.6;12.2;8.09;corner_guard
SAMS-040089;Phone;Samsung;Galaxy S22; 256GB Graphite;12,6;9,9;5,7;0,426;False;poly_bag;Flammable_Liquid-3;False;19.0;14.5;9.52;corner_guard
SAMS-05B551;Phone;Samsung;Galaxy A34; 512GB Blue;16,6;10,0;4,0;0,427;False;cardboard_box;Aerosol-2;True;21.6;13.1;9.58;air_cushion
SAMS-068084;Phone;Samsung;Galaxy A34; 256GB Black;16,7;6,2;2,7;0,514;False;kraft_envelope;Corrosive-8;True;18.4;8.6;8.18;stretch_film
SAMS-09A09B;Phone;Samsung;Galaxy S24; 512GB Starlight;14,5;8,0;5,0;0,572;True;plastic_box;Flammable_Liquid-3;False;20.6;13.4;9.32;corner_guard
SAMS-0CA562;Phone;Samsung;Galaxy S22; 512GB Midnight;14,3;10,3;4,8;0,472;False;poly_bag;Flammable_Liquid-3;False;17.1;10.0;7.06;air_cushion
SAMS-0D3B90;Phone;Samsung;Galaxy S23; 512GB Midnight;13,6;12,6;5,0;0,38;False;metal_box;Compressed_Gas-2;True;15.0;16.4;10.34;foam_protector
SAMS-0F54B3;Phone;Samsung;Galaxy S22; 512GB Graphite;16,1;8,4;4,9;0,567;False;glass_jar;Flammable_Liquid-3;False;20.3;11.3;7.94;stretch_film
SAMS-12D72F;Phone;Samsung;Galaxy S22; 128GB Black;16,2;8,8;4,3;0,57;False;kraft_envelope;Corrosive-8;True;18.9;10.6;7.51;air_cushion
SAMS-132051;Phone;Samsung;Galaxy S23; 128GB Starlight;13,3;10,9;5,2;0,418;False;kraft_envelope;UN3481-Lithium_Ion_Battery;False;20.2;12.2;8.73;stretch_film
SAMS-145369;Phone;Samsung;Galaxy S24; 128GB Blue;16,0;6,2;5,5;0,454;True;kraft_envelope;Flammable_Liquid-3;True;19.3;8.6;8.15;double_carton
SAMS-15CAE5;Phone;Samsung;Galaxy S24; 128GB Starlight;17,0;7,4;3,4;0,573;True;poly_bag;Compressed_Gas-2;True;20.0;11.4;8.0;foam_protector
SAMS-1680A5;Phone;Samsung;Galaxy S22; 512GB Starlight;16,6;8,3;5,7;0,211;False;cardboard_box;Flammable_Liquid-3;True;19.1;10.6;8.22;corner_guard
SAMS-1781DD;Phone;Samsung;Galaxy S24; 128GB Silver;17,7;7,5;6,8;0,505;False;poly_bag;Flammable_Liquid-3;False;21.6;11.8;8.36;stretch_film
SAMS-208E6C;Phone;Samsung;Galaxy A34; 256GB Blue;16,0;6,9;5,8;0,45;False;kraft_envelope;Corrosive-8;False;20.7;9.9;8.69;corner_guard
SAMS-20E118;Phone;Samsung;Galaxy S22;;13,4;6,1;2,9;0,259;True;metal_box;Corrosive-8;True;19.2;8.6;6.98;bubble_wrap
SAMS-2A6416;Phone;Samsung;Galaxy A34; 128GB Silver;14,8;9,3;5,9;0,42;True;metal_box;Flammable_Liquid-3;True;16.9;11.6;8.27;air_cushion
SAMS-2EF792;Phone;Samsung;Galaxy S22; 256GB Starlight;18,1;8,2;5,4;0,495;True;cardboard_box;Compressed_Gas-2;True;20.1;11.4;8.48;air_cushion
SAMS-39793F;Phone;Samsung;Galaxy S24; 256GB Starlight;15,2;8,6;4,7;0,219;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;17.8;10.9;9.03;bubble_wrap
SAMS-417A7D;Phone;Samsung;Galaxy A34; 128GB Graphite;15,8;6,6;4,6;0,374;True;kraft_envelope;Flammable_Liquid-3;True;19.1;9.7;8.07;air_cushion
SAMS-4664B9;Phone;Samsung;Galaxy S24; 256GB Midnight;18,7;7,9;6,1;0,37;True;kraft_envelope;Compressed_Gas-2;True;20.9;11.9;8.34;corner_guard
SAMS-47887A;Phone;Samsung;Galaxy S23; 512GB Silver;14,2;9,1;4,9;0,462;True;rigid_box;Compressed_Gas-2;False;18.2;12.0;8.36;bubble_wrap
SAMS-54F472;Phone;Samsung;Galaxy S24; 256GB Silver;16,9;9,6;5,2;0,356;False;plastic_box;Compressed_Gas-2;False;19.5;9.8;8.05;double_carton
SAMS-5594AB;Phone;Samsung;Galaxy S23; 256GB Graphite;16,5;8,4;5,5;0,436;False;cardboard_box;Compressed_Gas-2;False;15.0;11.1;7.61;air_cushion
SAMS-569972;Phone;Samsung;Galaxy A34; 512GB Starlight;16,1;10,9;4,2;0,662;False;glass_jar;Flammable_Liquid-3;False;19.1;10.3;7.45;bubble_wrap
SAMS-590B61;Phone;Samsung;Galaxy A34; 512GB Silver;15,9;10,1;6,4;0,438;False;metal_box;Flammable_Liquid-3;False;19.3;7.2;6.64;stretch_film
SAMS-598A87;Phone;Samsung;Galaxy S24; 256GB Blue;13,8;9,8;5,6;0,367;False;poly_bag;Aerosol-2;True;15.9;12.3;8.55;stretch_film
SAMS-5F653F;Phone;Samsung;Galaxy A34; 128GB Black;17,8;7,6;4,8;0,466;True;poly_bag;UN3481-Lithium_Ion_Battery;False;19.6;9.5;7.94;stretch_film
SAMS-5F7A40;Phone;Samsung;Galaxy S22; 256GB Black;15,3;9,0;3,0;0,624;False;poly_bag;UN3481-Lithium_Ion_Battery;True;18.1;12.8;10.19;corner_guard
SAMS-6158DB;Phone;Samsung;Galaxy S22; 128GB Starlight;16,1;8,3;5,3;0,446;False;rigid_box;Aerosol-2;True;18.5;12.3;9.56;corner_guard
SAMS-65CC49;Phone;Samsung;Galaxy S23; 512GB Starlight;11,6;9,7;4,0;0,582;True;kraft_envelope;Flammable_Liquid-3;True;16.1;12.1;7.42;corner_guard
SAMS-691FEB;Phone;Samsung;Galaxy S23; 128GB Graphite;15,8;7,3;4,7;0,639;True;glass_jar;Corrosive-8;False;20.5;15.4;10.28;foam_protector
SAMS-73C8C0;Phone;Samsung;Galaxy A34; 128GB Blue;16,2;6,7;5,9;0,565;False;kraft_envelope;Aerosol-2;False;18.4;13.1;8.12;corner_guard
SAMS-753397;Phone;Samsung;Galaxy S22; 128GB Graphite;17,9;9,0;4,1;0,44;False;glass_jar;UN3481-Lithium_Ion_Battery;False;18.9;9.6;8.07;foam_protector
SAMS-85806D;Phone;Samsung;Galaxy S23; 128GB Midnight;18,0;6,3;3,9;0,631;True;plastic_box;Aerosol-2;True;19.8;8.7;7.46;double_carton
SAMS-8961AA;Phone;Samsung;Galaxy S22; 512GB Blue;15,2;8,6;4,3;0,496;False;poly_bag;Flammable_Liquid-3;True;18.5;10.3;7.36;bubble_wrap
SAMS-8D53BE;Phone;Samsung;Galaxy S22; 256GB Blue;18,7;8,8;3,4;0,544;False;rigid_box;UN3481-Lithium_Ion_Battery;False;16.9;13.5;9.07;corner_guard
SAMS-916405;Phone;Samsung;Galaxy S23; 256GB Blue;16,7;8,1;3,0;0,603;False;metal_box;Compressed_Gas-2;True;19.3;10.6;7.68;bubble_wrap
SAMS-91CA75;Phone;Samsung;Galaxy S23; 128GB Black;18,2;8,1;4,2;0,284;True;plastic_box;Corrosive-8;True;20.2;10.5;7.68;corner_guard
SAMS-94EFD9;Phone;Samsung;Galaxy A34; 512GB Midnight;14,7;9,7;5,5;0,259;True;poly_bag;Corrosive-8;True;19.5;12.7;8.21;corner_guard
SAMS-9724C9;Phone;Samsung;Galaxy S22; 512GB Black;15,8;10,1;3,6;0,301;False;cardboard_box;Corrosive-8;True;18.9;12.0;9.71;corner_guard
SAMS-9B59F5;Phone;Samsung;Galaxy A34; 128GB Midnight;15,4;13,0;4,9;0,28;False;metal_box;Flammable_Liquid-3;False;15.2;14.3;8.0;bubble_wrap
