sku,box_id,utilization,price_try
SKU-006928,,0.0,
SKU-006929,,0.0,
SKU-006930,,0.0,
SKU-006931,,0.0,
SKU-006932,,0.0,
SKU-006933,,0.0,
SKU-006934,,0.0,
SKU-006935,,0.0,
SKU-006936,,0.0,
SKU-006937,,0.0,
SKU-006938,,0.0,
SKU-006939,,0.0,
SKU-006940,,0.0,
SKU-006941,,0.0,
SKU-006942,,0.0,
SKU-006943,,0.0,
SKU-006944,,0.0,
SKU-006945,,0.0,
SKU-006946,,0.0,
SKU-006947,,0.0,
SKU-006948,,0.0,
SKU-006949,,0.0,
SKU-006950,,0.0,
SKU-006951,,0.0,
SKU-006952,,0.0,
SKU-006953,,0.0,
SKU-006954,,0.0,
SKU-006955,,0.0,
SKU-006956,,0.0,
SKU-006957,,0.0,
SKU-006958,,0.0,
SKU-006959,,0.0,
SKU-006960,,0.0,
SKU-006961,,0.0,
SKU-006962,,0.0,
SKU-006963,,0.0,
SKU-006964,,0.0,
SKU-006965,,0.0,
SKU-006966,,0.0,
SKU-006967,,0.0,
SKU-006968,BOX-000048,0.2165,32478.0
SKU-006969,,0.0,
SKU-006970,,0.0,
SKU-006971,,0.0,
SKU-006972,,0.0,
SKU-006973,,0.0,
SKU-006974,,0.0,
SKU-006975,,0.0,
SKU-006976,,0.0,
SKU-006977,,0.0,
SKU-006978,,0.0,
SKU-006979,,0.0,
SKU-006980,,0.0,
SKU-006981,,0.0,
SKU-006982,,0.0,
SKU-006983,,0.0,
SKU-006984,,0.0,
SKU-006985,,0.0,
SKU-006986,,0.0,
SKU-006987,,0.0,
SKU-006988,,0.0,
SKU-006989,,0.0,
SKU-006990,,0.0,
SKU-006991,,0.0,
SKU-006992,,0.0,
SKU-006993,,0.0,
SKU-006994,,0.0,
SKU-006995,,0.0,
SKU-006996,,0.0,
SKU-006997,,0.0,
SKU-006998,,0.0,
SKU-006999,,0.0,
SKU-007000,,0.0,
SKU-007001,,0.0,
SKU-007002,,0.0,
SKU-007003,,0.0,
SKU-007004,,0.0,
SKU-007005,,0.0,
SKU-007006,,0.0,
SKU-007007,,0.0,
SKU-007008,,0.0,
SKU-007009,,0.0,
SKU-007010,,0.0,
SKU-007011,,0.0,
SKU-007012,,0.0,
SKU-007013,,0.0,
SKU-007014,,0.0,
SKU-007015,,0.0,
SKU-007016,,0.0,
SKU-007017,,0.0,
SKU-007018,,0.0,
SKU-007019,,0.0,
SKU-007020,,0.0,
SKU-007021,,0.0,
SKU-007022,,0.0,
SKU-007023,,0.0,
SKU-007024,,0.0,
SKU-007025,,0.0,
SKU-007026,,0.0,
SKU-007027,,0.0,
SKU-007028,,0.0,
SKU-007029,,0.0,
SKU-007030,,0.0,
SKU-007031,,0.0,
SKU-007032,,0.0,
SKU-007033,,0.0,
SKU-007034,,0.0,
SKU-007035,,0.0,
SKU-007036,,0.0,
SKU-007037,,0.0,
SKU-007038,,0.0,
SKU-007039,,0.0,
SKU-007040,,0.0,
SKU-007041,,0.0,
SKU-007042,,0.0,
SKU-007043,,0.0,
SKU-007044,,0.0,
SKU-007045,,0.0,
SKU-007046,,0.0,
SKU-007047,,0.0,
SKU-007048,,0.0,
SKU-007049,,0.0,
SKU-007050,,0.0,
SKU-007051,,0.0,
SKU-007052,,0.0,
SKU-007053,,0.0,
SKU-007054,,0.0,
SKU-007055,,0.0,
SKU-007056,,0.0,
SKU-007057,,0.0,
SKU-007058,,0.0,
SKU-007059,,0.0,
SKU-007060,,0.0,
SKU-007061,,0.0,
SKU-007062,,0.0,
SKU-007063,,0.0,
SKU-007064,,0.0,
SKU-007065,,0.0,
SKU-007066,,0.0,
SKU-007067,,0.0,
SKU-007068,,0.0,
SKU-007069,,0.0,
SKU-007070,,0.0,
SKU-007071,,0.0,
SKU-007072,,0.0,
SKU-007073,,0.0,
SKU-007074,,0.0,
SKU-007075,,0.0,
SKU-007076,,0.0,
SKU-007077,,0.0,
SKU-007078,,0.0,
SKU-007079,,0.0,
SKU-007080,,0.0,
SKU-007081,,0.0,
SKU-007082,,0.0,
SKU-007083,,0.0,
SKU-007084,,0.0,
SKU-007085,,0.0,
SKU-007086,,0.0,
SKU-007087,,0.0,
SKU-007088,,0.0,
SKU-007089,,0.0,
SKU-007090,,0.0,
SKU-007091,,0.0,
SKU-007092,,0.0,
SKU-007093,,0.0,
SKU-007094,,0.0,
SKU-007095,,0.0,
SKU-007096,,0.0,
SKU-007097,,0.0,
SKU-007098,,0.0,
SKU-007099,,0.0,
SKU-007100,,0.0,
SKU-007101,,0.0,
SKU-007102,BOX-000023,0.2256,45983.0
SKU-007103,,0.0,
SKU-007104,,0.0,
SKU-007105,,0.0,
SKU-007106,,0.0,
SKU-007107,,0.0,
SKU-007108,,0.0,
SKU-007109,,0.0,
SKU-007110,BOX-000047,0.2622,45820.0
SKU-007111,,0.0,
SKU-007112,,0.0,
SKU-007113,,0.0,
SKU-007114,,0.0,
SKU-007115,,0.0,
SKU-007116,,0.0,
SKU-007117,,0.0,
SKU-007118,,0.0,
SKU-007119,,0.0,
SKU-007120,,0.0,
SKU-007121,,0.0,
SKU-007122,,0.0,
SKU-007123,,0.0,
SKU-007124,,0.0,
SKU-007125,,0.0,
SKU-007126,,0.0,
SKU-007127,,0.0,
SKU-007128,,0.0,
SKU-007129,,0.0,
SKU-007130,,0.0,
SKU-007131,,0.0,
SKU-007132,,0.0,
SKU-007133,,0.0,
SKU-007134,,0.0,
SKU-007135,,0.0,
SKU-007136,,0.0,
SKU-007137,,0.0,
SKU-007138,,0.0,
SKU-007139,,0.0,
SKU-007140,,0.0,
SKU-007141,,0.0,
SKU-007142,,0.0,
SKU-007143,,0.0,
SKU-007144,,0.0,
SKU-007145,,0.0,
SKU-007146,,0.0,
SKU-007147,,0.0,
SKU-007148,,0.0,
SKU-007149,,0.0,
SKU-007150,,0.0,
SKU-007151,,0.0,
SKU-007152,,0.0,
SKU-007153,,0.0,
SKU-007154,,0.0,
SKU-007155,,0.0,
SKU-007156,,0.0,
SKU-007157,,0.0,
SKU-007158,,0.0,
SKU-007159,,0.0,
SKU-007160,,0.0,
SKU-007161,,0.0,
SKU-007162,BOX-000023,0.2495,45983.0
SKU-007163,,0.0,
SKU-007164,,0.0,
SKU-007165,,0.0,
SKU-007166,,0.0,
SKU-007167,,0.0,
SKU-007168,,0.0,
SKU-007169,,0.0,
SKU-007170,,0.0,
SKU-007171,,0.0,
SKU-007172,,0.0,
SKU-007173,,0.0,
SKU-007174,,0.0,
SKU-007175,,0.0,
SKU-007176,,0.0,
SKU-007177,,0.0,
SKU-007178,,0.0,
SKU-007179,,0.0,
SKU-007180,,0.0,
SKU-007181,,0.0,
SKU-007182,,0.0,
SKU-007183,,0.0,
SKU-007184,,0.0,
SKU-007185,,0.0,
SKU-007186,,0.0,
SKU-007187,,0.0,
SKU-007188,,0.0,
SKU-007189,,0.0,
SKU-007190,,0.0,
SKU-007191,,0.0,
SKU-007192,,0.0,
SKU-007193,,0.0,
SKU-007194,,0.0,
SKU-007195,,0.0,
SKU-007196,,0.0,
SKU-007197,,0.0,
SKU-007198,,0.0,
SKU-007199,,0.0,
SKU-007200,,0.0,
SKU-007201,,0.0,
SKU-007202,,0.0,
SKU-007203,,0.0,
SKU-007204,,0.0,
SKU-007205,,0.0,
SKU-007206,,0.0,
SKU-007207,,0.0,
SKU-007208,,0.0,
SKU-007209,,0.0,
SKU-007210,,0.0,
SKU-007211,,0.0,
SKU-007212,,0.0,
SKU-007213,,0.0,
SKU-007214,,0.0,
SKU-007215,,0.0,
SKU-007216,,0.0,
SKU-007217,,0.0,
SKU-007218,,0.0,
SKU-007219,,0.0,
SKU-007220,,0.0,
SKU-007221,BOX-000022,0.4306,14.79
SKU-007222,BOX-000023,0.218,45983.0
SKU-007223,,0.0,
SKU-007224,,0.0,
SKU-007225,,0.0,
SKU-007226,,0.0,
SKU-007227,,0.0,
SKU-007228,,0.0,
SKU-007229,,0.0,
SKU-007230,,0.0,
SKU-007231,,0.0,
SKU-007232,,0.0,
SKU-007233,,0.0,
SKU-007234,,0.0,
SKU-007235,,0.0,
SKU-007236,,0.0,
SKU-007237,,0.0,
SKU-007238,,0.0,
SKU-007239,,0.0,
SKU-007240,,0.0,
SKU-007241,,0.0,
SKU-007242,,0.0,
SKU-007243,,0.0,
SKU-007244,,0.0,
SKU-007245,,0.0,
SKU-007246,,0.0,
SKU-007247,,0.0,
SKU-007248,,0.0,
SKU-007249,,0.0,
SKU-007250,,0.0,
SKU-007251,,0.0,
SKU-007252,,0.0,
SKU-007253,,0.0,
SKU-007254,,0.0,
SKU-007255,,0.0,
SKU-007256,,0.0,
SKU-007257,,0.0,
SKU-007258,,0.0,
SKU-007259,,0.0,
SKU-007260,,0.0,
SKU-007261,,0.0,
SKU-007262,,0.0,
SKU-007263,,0.0,
SKU-007264,,0.0,
SKU-007265,,0.0,
SKU-007266,,0.0,
SKU-007267,,0.0,
SKU-007268,,0.0,
SKU-007269,,0.0,
SKU-007270,,0.0,
SKU-007271,,0.0,
SKU-007272,,0.0,
SKU-007273,,0.0,
SKU-007274,,0.0,
SKU-007275,,0.0,
SKU-007276,,0.0,
SKU-007277,,0.0,
SKU-007278,,0.0,
SKU-007279,,0.0,
SKU-007280,,0.0,
SKU-007281,,0.0,
SKU-007282,,0.0,
SKU-007283,,0.0,
SKU-007284,,0.0,
SKU-007285,,0.0,
SKU-007286,,0.0,
SKU-007287,,0.0,
SKU-007288,,0.0,
SKU-007289,,0.0,
SKU-007290,,0.0,
SKU-007291,,0.0,
SKU-007292,,0.0,
SKU-007293,,0.0,
SKU-007294,,0.0,
SKU-007295,,0.0,
SKU-007296,,0.0,
SKU-007297,,0.0,
SKU-007298,,0.0,
SKU-007299,,0.0,
SKU-007300,,0.0,
SKU-007301,,0.0,
SKU-007302,,0.0,
SKU-007303,,0.0,
SKU-007304,,0.0,
SKU-007305,,0.0,
SKU-007306,,0.0,
SKU-007307,,0.0,
SKU-007308,,0.0,
SKU-007309,,0.0,
SKU-007310,,0.0,
SKU-007311,,0.0,
SKU-007312,,0.0,
SKU-007313,,0.0,
SKU-007314,,0.0,
SKU-007315,,0.0,
SKU-007316,,0.0,
SKU-007317,,0.0,
SKU-007318,,0.0,
SKU-007319,,0.0,
SKU-007320,,0.0,
SKU-007321,,0.0,
SKU-007322,,0.0,
SKU-007323,,0.0,
SKU-007324,,0.0,
SKU-007325,,0.0,
SKU-007326,,0.0,
SKU-007327,,0.0,
SKU-007328,,0.0,
SKU-007329,,0.0,
SKU-007330,,0.0,
SKU-007331,,0.0,
SKU-007332,,0.0,
SKU-007333,,0.0,
SKU-007334,,0.0,
SKU-007335,,0.0,
SKU-007336,,0.0,
SKU-007337,,0.0,
SKU-007338,,0.0,
SKU-007339,,0.0,
SKU-007340,,0.0,
SKU-007341,,0.0,
SKU-007342,,0.0,
SKU-007343,,0.0,
SKU-007344,,0.0,
SKU-007345,,0.0,
SKU-007346,,0.0,
SKU-007347,,0.0,
SKU-007348,,0.0,
SKU-007349,,0.0,
SKU-007350,,0.0,
SKU-007351,,0.0,
SKU-007352,,0.0,
SKU-007353,,0.0,
SKU-007354,,0.0,
SKU-007355,,0.0,
SKU-007356,,0.0,
SKU-007357,,0.0,
SKU-007358,,0.0,
SKU-007359,,0.0,
SKU-007360,,0.0,
SKU-007361,,0.0,
SKU-007362,,0.0,
SKU-007363,,0.0,
SKU-007364,,0.0,
SKU-007365,,0.0,
SKU-007366,,0.0,
SKU-007367,,0.0,
SKU-007368,,0.0,
SKU-007369,,0.0,
SKU-007370,,0.0,
SKU-007371,,0.0,
SKU-007372,,0.0,
SKU-007373,,0.0,
SKU-007374,,0.0,
SKU-007375,,0.0,
SKU-007376,,0.0,
SKU-007377,,0.0,
SKU-007378,,0.0,
SKU-007379,,0.0,
SKU-007380,,0.0,
SKU-007381,,0.0,
SKU-007382,,0.0,
SKU-007383,,0.0,
SKU-007384,,0.0,
SKU-007385,,0.0,
SKU-007386,,0.0,
SKU-007387,,0.0,
SKU-007388,,0.0,
SKU-007389,,0.0,
SKU-007390,,0.0,
SKU-007391,,0.0,
SKU-007392,,0.0,
SKU-007393,,0.0,
SKU-007394,BOX-000023,0.2765,45983.0
SKU-007395,,0.0,
SKU-007396,,0.0,
SKU-007397,,0.0,
SKU-007398,,0.0,
SKU-007399,,0.0,
SKU-007400,,0.0,
SKU-007401,,0.0,
SKU-007402,,0.0,
SKU-007403,,0.0,
SKU-007404,,0.0,
SKU-007405,,0.0,
SKU-007406,,0.0,
SKU-007407,,0.0,
SKU-007408,,0.0,
SKU-007409,,0.0,
SKU-007410,,0.0,
SKU-007411,,0.0,
SKU-007412,,0.0,
SKU-007413,,0.0,
SKU-007414,,0.0,
SKU-007415,,0.0,
SKU-007416,,0.0,
SKU-007417,,0.0,
SKU-007418,,0.0,
SKU-007419,,0.0,
SKU-007420,,0.0,
SKU-007421,,0.0,
SKU-007422,,0.0,
SKU-007423,,0.0,
SKU-007424,,0.0,
SKU-007425,,0.0,
SKU-007426,,0.0,
SKU-007427,,0.0,
SKU-007428,,0.0,
SKU-007429,,0.0,
SKU-007430,,0.0,
SKU-007431,,0.0,
SKU-007432,,0.0,
SKU-007433,,0.0,
SKU-007434,,0.0,
SKU-007435,,0.0,
SKU-007436,,0.0,
SKU-007437,,0.0,
SKU-007438,,0.0,
SKU-007439,,0.0,
SKU-007440,,0.0,
SKU-007441,,0.0,
SKU-007442,,0.0,
SKU-007443,,0.0,
SKU-007444,,0.0,
SKU-007445,,0.0,
SKU-007446,,0.0,
SKU-007447,,0.0,
SKU-007448,,0.0,
SKU-007449,,0.0,
SKU-007450,,0.0,
SKU-007451,,0.0,
SKU-007452,,0.0,
SKU-007453,,0.0,
SKU-007454,,0.0,
SKU-007455,,0.0,
SKU-007456,,0.0,
SKU-007457,,0.0,
SKU-007458,,0.0,
SKU-007459,,0.0,
SKU-007460,,0.0,
SKU-007461,,0.0,
SKU-007462,,0.0,
SKU-007463,,0.0,
SKU-007464,,0.0,
SKU-007465,,0.0,
SKU-007466,,0.0,
SKU-007467,,0.0,
SKU-007468,,0.0,
SKU-007469,,0.0,
SKU-007470,,0.0,
SKU-007471,,0.0,
SKU-007472,,0.0,
SKU-007473,,0.0,
SKU-007474,,0.0,
SKU-007475,,0.0,
SKU-007476,,0.0,
SKU-007477,,0.0,
SKU-007478,,0.0,
SKU-007479,,0.0,
SKU-007480,,0.0,
SKU-007481,,0.0,
SKU-007482,,0.0,
SKU-007483,,0.0,
SKU-007484,,0.0,
SKU-007485,,0.0,
SKU-007486,,0.0,
SKU-007487,,0.0,
SKU-007488,,0.0,
SKU-007489,BOX-000023,0.2434,45983.0
SKU-007490,,0.0,
SKU-007491,,0.0,
SKU-007492,,0.0,
SKU-007493,,0.0,
SKU-007494,,0.0,
SKU-007495,,0.0,
SKU-007496,,0.0,
SKU-007497,,0.0,
SKU-007498,,0.0,
SKU-007499,,0.0,
SKU-007500,,0.0,
SKU-007501,,0.0,
SKU-007502,,0.0,
SKU-007503,,0.0,
SKU-007504,,0.0,
SKU-007505,,0.0,
SKU-007506,,0.0,
SKU-007507,,0.0,
SKU-007508,,0.0,
SKU-007509,,0.0,
SKU-007510,,0.0,
SKU-007511,,0.0,
SKU-007512,,0.0,
SKU-007513,,0.0,
SKU-007514,,0.0,
SKU-007515,,0.0,
SKU-007516,,0.0,
SKU-007517,,0.0,
SKU-007518,,0.0,
SKU-007519,,0.0,
SKU-007520,,0.0,
SKU-007521,,0.0,
SKU-007522,,0.0,
SKU-007523,,0.0,
SKU-007524,,0.0,
SKU-007525,,0.0,
SKU-007526,,0.0,
SKU-007527,,0.0,
SKU-007528,,0.0,
SKU-007529,,0.0,
SKU-007530,,0.0,
SKU-007531,,0.0,
SKU-007532,,0.0,
SKU-007533,,0.0,
SKU-007534,,0.0,
SKU-007535,,0.0,
SKU-007536,,0.0,
SKU-007537,,0.0,
SKU-007538,,0.0,
SKU-007539,,0.0,
SKU-007540,,0.0,
SKU-007541,,0.0,
SKU-007542,,0.0,
SKU-007543,,0.0,
SKU-007544,,0.0,
SKU-007545,,0.0,
SKU-007546,,0.0,
SKU-007547,,0.0,
SKU-007548,,0.0,
SKU-007549,,0.0,
SKU-007550,,0.0,
SKU-007551,,0.0,
SKU-007552,,0.0,
SKU-007553,,0.0,
SKU-007554,,0.0,
SKU-007555,,0.0,
SKU-007556,BOX-000023,0.1492,45983.0
SKU-007557,,0.0,
SKU-007558,,0.0,
SKU-007559,,0.0,
SKU-007560,,0.0,
SKU-007561,,0.0,
SKU-007562,,0.0,
SKU-007563,,0.0,
SKU-007564,,0.0,
SKU-007565,,0.0,
SKU-007566,,0.0,
SKU-007567,,0.0,
SKU-007568,,0.0,
SKU-007569,,0.0,
SKU-007570,,0.0,
SKU-007571,,0.0,
SKU-007572,,0.0,
SKU-007573,,0.0,
SKU-007574,,0.0,
SKU-007575,,0.0,
SKU-007576,,0.0,
SKU-007577,,0.0,
SKU-007578,,0.0,
SKU-007579,,0.0,
SKU-007580,,0.0,
SKU-007581,,0.0,
SKU-007582,,0.0,
SKU-007583,,0.0,
SKU-007584,,0.0,
SKU-007585,,0.0,
SKU-007586,,0.0,
SKU-007587,,0.0,
SKU-007588,,0.0,
SKU-007589,,0.0,
SKU-007590,,0.0,
SKU-007591,,0.0,
SKU-007592,,0.0,
SKU-007593,,0.0,
SKU-007594,,0.0,
SKU-007595,,0.0,
SKU-007596,,0.0,
SKU-007597,,0.0,
SKU-007598,,0.0,
SKU-007599,,0.0,
SKU-007600,,0.0,
SKU-007601,,0.0,
SKU-007602,,0.0,
SKU-007603,,0.0,
SKU-007604,,0.0,
SKU-007605,,0.0,
SKU-007606,,0.0,
SKU-007607,,0.0,
SKU-007608,,0.0,
SKU-007609,,0.0,
SKU-007610,,0.0,
SKU-007611,,0.0,
SKU-007612,,0.0,
SKU-007613,,0.0,
SKU-007614,,0.0,
SKU-007615,,0.0,
SKU-007616,,0.0,
SKU-007617,,0.0,
SKU-007618,,0.0,
SKU-007619,,0.0,
SKU-007620,,0.0,
SKU-007621,,0.0,
SKU-007622,,0.0,
SKU-007623,,0.0,
SKU-007624,,0.0,
SKU-007625,,0.0,
SKU-007626,,0.0,
SKU-007627,,0.0,
SKU-007628,,0.0,
SKU-007629,,0.0,
SKU-007630,,0.0,
SKU-007631,,0.0,
SKU-007632,,0.0,
SKU-007633,,0.0,
SKU-007634,,0.0,
SKU-007635,,0.0,
SKU-007636,,0.0,
SKU-007637,,0.0,
SKU-007638,,0.0,
SKU-007639,,0.0,
SKU-007640,,0.0,
SKU-007641,,0.0,
SKU-007642,,0.0,
SKU-007643,,0.0,
SKU-007644,,0.0,
SKU-007645,,0.0,
SKU-007646,,0.0,
SKU-007647,,0.0,
SKU-007648,,0.0,
SKU-007649,,0.0,
SKU-007650,,0.0,
SKU-007651,,0.0,
SKU-007652,,0.0,
SKU-007653,,0.0,
SKU-007654,,0.0,
SKU-007655,,0.0,
SKU-007656,,0.0,
SKU-007657,,0.0,
SKU-007658,,0.0,
SKU-007659,,0.0,
SKU-007660,,0.0,
SKU-007661,,0.0,
SKU-007662,,0.0,
SKU-007663,,0.0,
SKU-007664,,0.0,
SKU-007665,,0.0,
SKU-007666,,0.0,
SKU-007667,,0.0,
SKU-007668,,0.0,
SKU-007669,,0.0,
SKU-007670,,0.0,
SKU-007671,,0.0,
SKU-007672,,0.0,
SKU-007673,,0.0,
SKU-007674,,0.0,
SKU-007675,,0.0,
SKU-007676,,0.0,
SKU-007677,,0.0,
SKU-007678,,0.0,
SKU-007679,,0.0,
SKU-007680,,0.0,
SKU-007681,,0.0,
SKU-007682,,0.0,
SKU-007683,,0.0,
SKU-007684,,0.0,
SKU-007685,,0.0,
SKU-007686,,0.0,
SKU-007687,,0.0,
SKU-007688,,0.0,
SKU-007689,,0.0,
SKU-007690,,0.0,
SKU-007691,,0.0,
SKU-007692,,0.0,
SKU-007693,,0.0,
SKU-007694,,0.0,
SKU-007695,,0.0,
SKU-007696,,0.0,
SKU-007697,,0.0,
SKU-007698,,0.0,
SKU-007699,,0.0,
SKU-007700,,0.0,
SKU-007701,,0.0,
SKU-007702,,0.0,
SKU-007703,,0.0,
SKU-007704,,0.0,
SKU-007705,,0.0,
SKU-007706,,0.0,
SKU-007707,,0.0,
SKU-007708,,0.0,
SKU-007709,,0.0,
SKU-007710,,0.0,
SKU-007711,,0.0,
SKU-007712,,0.0,
SKU-007713,,0.0,
SKU-007714,,0.0,
SKU-007715,,0.0,
SKU-007716,,0.0,
SKU-007717,,0.0,
SKU-007718,,0.0,
SKU-007719,,0.0,
SKU-007720,,0.0,
SKU-007721,,0.0,
SKU-007722,,0.0,
SKU-007723,,0.0,
SKU-007724,,0.0,
SKU-007725,,0.0,
SKU-007726,,0.0,
SKU-007727,,0.0,
SKU-007728,,0.0,
SKU-007729,,0.0,
SKU-007730,BOX-000047,0.1621,45820.0
SKU-007731,,0.0,
SKU-007732,,0.0,
SKU-007733,,0.0,
SKU-007734,,0.0,
SKU-007735,,0.0,
SKU-007736,,0.0,
SKU-007737,,0.0,
SKU-007738,,0.0,
SKU-007739,,0.0,
SKU-007740,,0.0,
SKU-007741,,0.0,
SKU-007742,,0.0,
SKU-007743,,0.0,
SKU-007744,,0.0,
SKU-007745,,0.0,
SKU-007746,,0.0,
SKU-007747,,0.0,
SKU-007748,,0.0,
SKU-007749,,0.0,
SKU-007750,,0.0,
SKU-007751,,0.0,
SKU-007752,,0.0,
SKU-007753,,0.0,
SKU-007754,,0.0,
SKU-007755,,0.0,
SKU-007756,,0.0,
SKU-007757,,0.0,
SKU-007758,,0.0,
SKU-007759,,0.0,
SKU-007760,,0.0,
SKU-007761,,0.0,
SKU-007762,,0.0,
SKU-007763,,0.0,
SKU-007764,,0.0,
SKU-007765,,0.0,
SKU-007766,,0.0,
SKU-007767,,0.0,
SKU-007768,,0.0,
SKU-007769,,0.0,
SKU-007770,,0.0,
SKU-007771,,0.0,
SKU-007772,,0.0,
SKU-007773,,0.0,
SKU-007774,,0.0,
SKU-007775,,0.0,
SKU-007776,,0.0,
SKU-007777,,0.0,
SKU-007778,,0.0,
SKU-007779,,0.0,
SKU-007780,,0.0,
SKU-007781,,0.0,
SKU-007782,,0.0,
SKU-007783,,0.0,
SKU-007784,,0.0,
SKU-007785,,0.0,
SKU-007786,,0.0,
SKU-007787,,0.0,
SKU-007788,,0.0,
SKU-007789,,0.0,
SKU-007790,,0.0,
SKU-007791,,0.0,
SKU-007792,,0.0,
SKU-007793,,0.0,
SKU-007794,,0.0,
SKU-007795,,0.0,
SKU-007796,,0.0,
SKU-007797,,0.0,
SKU-007798,,0.0,
SKU-007799,,0.0,
SKU-007800,,0.0,
SKU-007801,,0.0,
SKU-007802,,0.0,
SKU-007803,,0.0,
SKU-007804,,0.0,
SKU-007805,,0.0,
SKU-007806,,0.0,
SKU-007807,,0.0,
SKU-007808,,0.0,
SKU-007809,,0.0,
SKU-007810,,0.0,
SKU-007811,,0.0,
SKU-007812,,0.0,
SKU-007813,,0.0,
SKU-007814,,0.0,
SKU-007815,,0.0,
SKU-007816,,0.0,
SKU-007817,,0.0,
SKU-007818,,0.0,
SKU-007819,,0.0,
SKU-007820,,0.0,
SKU-007821,,0.0,
SKU-007822,,0.0,
SKU-007823,,0.0,
SKU-007824,,0.0,
SKU-007825,,0.0,
SKU-007826,,0.0,
SKU-007827,,0.0,
SKU-007828,,0.0,
SKU-007829,,0.0,
SKU-007830,,0.0,
SKU-007831,,0.0,
SKU-007832,,0.0,
SKU-007833,,0.0,
SKU-007834,,0.0,
SKU-007835,,0.0,
SKU-007836,,0.0,
SKU-007837,,0.0,
SKU-007838,,0.0,
SKU-007839,,0.0,
SKU-007840,,0.0,
SKU-007841,,0.0,
SKU-007842,,0.0,
SKU-007843,,0.0,
SKU-007844,,0.0,
SKU-007845,,0.0,
SKU-007846,,0.0,
SKU-007847,,0.0,
SKU-007848,,0.0,
SKU-007849,,0.0,
SKU-007850,,0.0,
SKU-007851,,0.0,
SKU-007852,,0.0,
SKU-007853,,0.0,
SKU-007854,,0.0,
SKU-007855,,0.0,
SKU-007856,,0.0,
SKU-007857,BOX-000047,0.4015,45820.0
SKU-007858,,0.0,
SKU-007859,,0.0,
SKU-007860,,0.0,
SKU-007861,,0.0,
SKU-007862,,0.0,
SKU-007863,,0.0,
SKU-007864,,0.0,
SKU-007865,,0.0,
SKU-007866,,0.0,
SKU-007867,,0.0,
SKU-007868,,0.0,
SKU-007869,,0.0,
SKU-007870,,0.0,
SKU-007871,,0.0,
SKU-007872,,0.0,
SKU-007873,,0.0,
SKU-007874,,0.0,
SKU-007875,,0.0,
SKU-007876,,0.0,
SKU-007877,,0.0,
SKU-007878,,0.0,
SKU-007879,,0.0,
SKU-007880,,0.0,
SKU-007881,,0.0,
SKU-007882,,0.0,
SKU-007883,,0.0,
SKU-007884,,0.0,
SKU-007885,,0.0,
SKU-007886,,0.0,
SKU-007887,,0.0,
SKU-007888,,0.0,
SKU-007889,,0.0,
SKU-007890,,0.0,
SKU-007891,,0.0,
SKU-007892,,0.0,
SKU-007893,,0.0,
SKU-007894,,0.0,
SKU-007895,,0.0,
SKU-007896,,0.0,
SKU-007897,,0.0,
SKU-007898,,0.0,
SKU-007899,,0.0,
SKU-007900,,0.0,
SKU-007901,,0.0,
SKU-007902,,0.0,
SKU-007903,,0.0,
SKU-007904,,0.0,
SKU-007905,,0.0,
SKU-007906,,0.0,
SKU-007907,,0.0,
SKU-007908,,0.0,
SKU-007909,,0.0,
SKU-007910,,0.0,
SKU-007911,,0.0,
SKU-007912,,0.0,
SKU-007913,,0.0,
SKU-007914,,0.0,
SKU-007915,,0.0,
SKU-007916,,0.0,
SKU-007917,,0.0,
SKU-007918,,0.0,
SKU-007919,,0.0,
SKU-007920,,0.0,
SKU-007921,,0.0,
SKU-007922,,0.0,
SKU-007923,,0.0,
SKU-007924,,0.0,
SKU-007925,,0.0,
SKU-007926,,0.0,
SKU-007927,,0.0,
SKU-007928,,0.0,
SKU-007929,,0.0,
SKU-007930,,0.0,
SKU-007931,,0.0,
SKU-007932,,0.0,
SKU-007933,,0.0,
SKU-007934,,0.0,
SKU-007935,,0.0,
SKU-007936,,0.0,
SKU-007937,BOX-000023,0.2522,45983.0
SKU-007938,,0.0,
SKU-007939,,0.0,
SKU-007940,,0.0,
SKU-007941,,0.0,
SKU-007942,,0.0,
SKU-007943,,0.0,
SKU-007944,,0.0,
SKU-007945,,0.0,
SKU-007946,,0.0,
SKU-007947,,0.0,
SKU-007948,,0.0,
SKU-007949,,0.0,
SKU-007950,,0.0,
SKU-007951,,0.0,
SKU-007952,,0.0,
SKU-007953,,0.0,
SKU-007954,,0.0,
SKU-007955,,0.0,
SKU-007956,,0.0,
SKU-007957,,0.0,
SKU-007958,,0.0,
SKU-007959,,0.0,
SKU-007960,,0.0,
SKU-007961,,0.0,
SKU-007962,,0.0,
SKU-007963,,0.0,
SKU-007964,,0.0,
SKU-007965,,0.0,
SKU-007966,,0.0,
SKU-007967,,0.0,
SKU-007968,,0.0,
SKU-007969,,0.0,
SKU-007970,,0.0,
SKU-007971,,0.0,
SKU-007972,,0.0,
SKU-007973,,0.0,
SKU-007974,,0.0,
SKU-007975,,0.0,
SKU-007976,,0.0,
SKU-007977,,0.0,
SKU-007978,,0.0,
SKU-007979,,0.0,
SKU-007980,BOX-000048,0.4743,32478.0
SKU-007981,,0.0,
SKU-007982,,0.0,
SKU-007983,,0.0,
SKU-007984,,0.0,
SKU-007985,,0.0,
SKU-007986,,0.0,
SKU-007987,,0.0,
SKU-007988,,0.0,
SKU-007989,,0.0,
SKU-007990,,0.0,
SKU-007991,,0.0,
