sku,width_mm,length_mm,height_mm,weight_g,fragile,packaging_type,hazmat_class,extra_pack,extra_pack_width_mm,extra_pack_length_mm,extra_pack_price_try,extra_pack_type
SKU-009480,330.0,222.0,140.0,1263.0,False,zarf,Corrosive-8,False,,,,
SKU-009481,132.0,87.0,65.0,515.0,False,plastic_box,Aerosol-2,False,,,,
SKU-009482,344.0,291.0,31.0,902.0,True,poşet,Flammable_Liquid-3,True,387.0,313.0,23.85,air_cushion
SKU-009483,267.0,218.0,61.0,534.0,False,kutu,Compressed_Gas-2,True,302.0,256.0,17.23,foam_protector
SKU-009484,311.0,278.0,87.0,1648.0,True,poşet,Flammable_Liquid-3,True,344.0,307.0,21.04,corner_guard
SKU-009485,270.0,246.0,209.0,816.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009486,292.0,183.0,36.0,1877.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,333.0,201.0,14.54,double_carton
SKU-009487,335.0,162.0,95.0,815.0,False,metal_box,Aerosol-2,True,363.0,196.0,16.05,bubble_wrap
SKU-009488,242.0,202.0,60.0,640.0,False,plastic_box,Aerosol-2,False,,,,
SKU-009489,317.0,225.0,50.0,742.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-009490,217.0,244.0,80.0,557.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-009491,290.0,178.0,108.0,1480.0,False,zarf,Aerosol-2,True,314.0,212.0,15.06,stretch_film
SKU-009492,146.0,156.0,88.0,250.0,False,zarf,Flammable_Liquid-3,True,178.0,180.0,9.67,stretch_film
SKU-009493,143.0,81.0,56.0,397.0,True,metal_box,,False,,,,
SKU-009494,267.0,169.0,18.0,876.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009495,168.0,103.0,44.0,484.0,False,kavanoz,,False,,,,
SKU-009496,188.0,82.0,53.0,550.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-009497,223.0,261.0,52.0,735.0,False,poşet,Aerosol-2,False,,,,
SKU-009498,211.0,159.0,37.0,1063.0,True,kavanoz,UN3481-Lithium_Ion_Battery,True,249.0,193.0,12.26,stretch_film
SKU-009499,114.0,115.0,108.0,404.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,136.0,157.0,7.7,corner_guard
SKU-009500,145.0,131.0,149.0,565.0,False,plastic_box,Corrosive-8,True,169.0,160.0,8.56,air_cushion
SKU-009501,241.0,212.0,150.0,1307.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-009502,361.0,231.0,73.0,2248.0,False,plastic_box,Flammable_Liquid-3,True,386.0,252.0,19.09,corner_guard
SKU-009503,154.0,98.0,47.0,411.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-009504,144.0,71.0,40.0,482.0,True,kavanoz,Compressed_Gas-2,True,159.0,91.0,6.94,double_carton
SKU-009505,252.0,260.0,129.0,481.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,291.0,285.0,16.94,air_cushion
SKU-009506,299.0,212.0,107.0,1160.0,False,plastic_box,,False,,,,
SKU-009507,120.0,118.0,157.0,894.0,False,metal_box,Aerosol-2,False,,,,
SKU-009508,136.0,111.0,95.0,471.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009509,339.0,228.0,134.0,798.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009510,359.0,204.0,97.0,2522.0,False,kutu,UN3481-Lithium_Ion_Battery,True,389.0,241.0,19.04,corner_guard
SKU-009511,255.0,212.0,190.0,787.0,False,metal_box,Compressed_Gas-2,True,279.0,242.0,14.63,foam_protector
SKU-009512,258.0,191.0,143.0,1151.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009513,113.0,142.0,174.0,1223.0,True,kutu,Corrosive-8,True,136.0,184.0,8.25,double_carton
SKU-009514,247.0,265.0,216.0,651.0,False,zarf,Corrosive-8,False,,,,
SKU-009515,223.0,136.0,289.0,1234.0,True,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009516,255.0,250.0,153.0,623.0,False,metal_box,Flammable_Liquid-3,True,285.0,302.0,18.69,bubble_wrap
SKU-009517,287.0,251.0,62.0,587.0,False,zarf,Corrosive-8,False,,,,
SKU-009518,195.0,69.0,22.0,360.0,True,metal_box,Aerosol-2,True,221.0,101.0,9.44,air_cushion
SKU-009519,333.0,239.0,27.0,2053.0,True,poşet,Corrosive-8,True,355.0,289.0,19.89,air_cushion
SKU-009520,314.0,160.0,60.0,706.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009521,108.0,130.0,158.0,1211.0,True,kavanoz,Compressed_Gas-2,True,136.0,166.0,9.51,bubble_wrap
SKU-009522,385.0,231.0,75.0,2455.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-009523,244.0,154.0,22.0,899.0,True,zarf,Corrosive-8,True,283.0,185.0,12.77,foam_protector
SKU-009524,222.0,213.0,230.0,569.0,True,kutu,UN3481-Lithium_Ion_Battery,True,250.0,255.0,15.39,corner_guard
SKU-009525,255.0,218.0,95.0,646.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009526,96.0,110.0,180.0,1404.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009527,279.0,209.0,136.0,1066.0,False,kavanoz,Aerosol-2,False,,,,
SKU-009528,398.0,187.0,31.0,1655.0,True,poşet,Corrosive-8,True,426.0,217.0,18.37,bubble_wrap
SKU-009529,358.0,255.0,30.0,1663.0,False,poşet,Compressed_Gas-2,True,411.0,290.0,22.76,double_carton
SKU-009530,269.0,209.0,57.0,596.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-009531,335.0,196.0,110.0,1012.9999999999999,False,zarf,Flammable_Liquid-3,False,,,,
SKU-009532,297.0,207.0,59.0,437.0,True,poşet,Aerosol-2,False,,,,
SKU-009533,326.0,268.0,27.0,1288.0,True,plastic_box,Corrosive-8,False,,,,
SKU-009534,135.0,120.0,88.0,680.0,False,plastic_box,Compressed_Gas-2,True,170.0,153.0,8.68,corner_guard
SKU-009535,253.0,243.0,99.0,1036.0,False,cardboard_box,Compressed_Gas-2,True,286.0,279.0,16.47,foam_protector
SKU-009536,255.0,212.0,56.0,648.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009537,117.0,84.0,103.0,395.0,True,cardboard_box,Corrosive-8,True,154.0,112.0,7.34,corner_guard
SKU-009538,143.0,104.0,52.0,428.0,True,poşet,Aerosol-2,True,174.0,141.0,8.18,air_cushion
SKU-009539,159.0,67.0,61.0,624.0,False,plastic_box,Compressed_Gas-2,True,185.0,97.0,7.4,foam_protector
SKU-009540,162.0,93.0,41.0,413.0,False,kavanoz,Flammable_Liquid-3,True,183.0,110.0,7.52,bubble_wrap
SKU-009541,276.0,174.0,36.0,348.0,False,plastic_box,Compressed_Gas-2,True,313.0,199.0,14.43,double_carton
SKU-009542,261.0,225.0,201.0,442.0,False,metal_box,,False,,,,
SKU-009543,283.0,234.0,118.0,861.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009544,355.0,182.0,116.0,1193.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-009545,290.0,206.0,104.0,975.0,False,zarf,Corrosive-8,False,,,,
SKU-009546,147.0,93.0,61.0,469.0,False,kutu,,False,,,,
SKU-009547,249.0,262.0,57.0,428.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,283.0,300.0,17.81,foam_protector
SKU-009548,226.0,204.0,33.0,410.0,False,kavanoz,Compressed_Gas-2,True,257.0,231.0,15.06,corner_guard
SKU-009549,219.0,187.0,24.0,723.0,False,plastic_box,Corrosive-8,False,,,,
SKU-009550,119.0,153.0,86.0,271.0,False,kavanoz,Flammable_Liquid-3,True,144.0,181.0,9.29,stretch_film
SKU-009551,253.0,189.0,29.0,336.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009552,357.0,224.0,14.0,1524.0,False,poşet,Flammable_Liquid-3,True,392.0,271.0,21.64,stretch_film
SKU-009553,232.0,245.0,161.0,493.0,False,zarf,UN3481-Lithium_Ion_Battery,True,269.0,255.0,16.26,stretch_film
SKU-009554,326.0,197.0,131.0,764.0,False,zarf,Compressed_Gas-2,True,352.0,213.0,17.16,stretch_film
SKU-009555,147.0,79.0,46.0,392.0,False,poşet,Compressed_Gas-2,True,170.0,114.0,7.58,double_carton
SKU-009556,340.0,189.0,124.0,994.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,367.0,225.0,16.89,double_carton
SKU-009557,336.0,182.0,38.0,1804.0,False,poşet,Corrosive-8,False,,,,
SKU-009558,310.0,230.0,126.0,893.0,False,zarf,Corrosive-8,False,,,,
SKU-009559,92.0,141.0,106.0,363.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-009560,355.0,210.0,133.0,1488.0,False,poşet,Flammable_Liquid-3,True,388.0,249.0,19.89,corner_guard
SKU-009561,393.0,199.0,186.0,659.0,False,metal_box,Corrosive-8,False,,,,
SKU-009562,132.0,120.0,98.0,518.0,True,kavanoz,Flammable_Liquid-3,True,162.0,140.0,9.07,foam_protector
SKU-009563,123.0,108.0,191.0,1430.0,False,kavanoz,Flammable_Liquid-3,True,152.0,146.0,8.8,corner_guard
SKU-009564,96.0,99.0,158.0,1305.0,True,kavanoz,Corrosive-8,False,,,,
SKU-009565,104.0,90.0,135.0,581.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-009566,315.0,207.0,89.0,1747.0,False,metal_box,Aerosol-2,True,331.0,255.0,18.73,stretch_film
SKU-009567,367.0,228.0,137.0,1310.0,False,poşet,Corrosive-8,False,,,,
SKU-009568,112.0,117.0,200.0,1589.0,False,plastic_box,Flammable_Liquid-3,True,137.0,156.0,8.06,corner_guard
SKU-009569,180.0,82.0,40.0,537.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-009570,294.0,212.0,130.0,1176.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-009571,362.0,210.0,118.0,3492.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-009572,352.0,222.0,79.0,2236.0,False,zarf,Corrosive-8,True,387.0,256.0,19.36,double_carton
SKU-009573,341.0,266.0,27.0,1194.0,False,poşet,UN3481-Lithium_Ion_Battery,True,356.0,293.0,21.65,bubble_wrap
SKU-009574,253.0,239.0,184.0,1006.9999999999999,False,kavanoz,Compressed_Gas-2,True,271.0,258.0,15.43,corner_guard
SKU-009575,225.0,161.0,29.0,630.0,False,zarf,Flammable_Liquid-3,True,253.0,195.0,12.91,stretch_film
SKU-009576,321.0,186.0,245.0,755.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-009577,236.0,186.0,36.0,890.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,265.0,214.0,13.01,air_cushion
SKU-009578,261.0,184.0,64.0,191.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009579,324.0,222.0,65.0,541.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,350.0,258.0,18.87,stretch_film
SKU-009580,286.0,244.0,29.0,2008.0,True,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009581,123.0,117.0,87.0,385.0,True,plastic_box,Compressed_Gas-2,True,146.0,147.0,7.72,stretch_film
SKU-009582,316.0,242.0,55.0,430.0,False,kutu,Aerosol-2,True,338.0,273.0,18.56,corner_guard
SKU-009583,109.0,134.0,160.0,1049.0,True,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009584,224.0,188.0,36.0,1065.0,False,poşet,Corrosive-8,False,,,,
SKU-009585,186.0,97.0,57.0,476.0,True,plastic_box,UN3481-Lithium_Ion_Battery,True,225.0,133.0,8.99,air_cushion
SKU-009586,225.0,181.0,231.0,1507.0,True,zarf,,False,,,,
SKU-009587,340.0,227.0,16.0,1834.0,False,cardboard_box,Compressed_Gas-2,True,384.0,246.0,19.14,foam_protector
SKU-009588,97.0,116.0,164.0,1456.0,False,zarf,Aerosol-2,True,133.0,126.0,7.1,bubble_wrap
SKU-009589,248.0,215.0,172.0,956.0,False,metal_box,Compressed_Gas-2,True,277.0,237.0,15.56,stretch_film
SKU-009590,337.0,239.0,34.0,1119.0,False,kavanoz,Aerosol-2,False,,,,
SKU-009591,101.0,132.0,194.0,1266.0,True,plastic_box,Compressed_Gas-2,True,142.0,153.0,8.02,bubble_wrap
SKU-009592,298.0,202.0,26.0,1842.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009593,272.0,231.0,52.0,434.0,True,kavanoz,Compressed_Gas-2,True,291.0,275.0,17.82,bubble_wrap
SKU-009594,185.0,104.0,53.0,446.0,False,poşet,UN3481-Lithium_Ion_Battery,True,205.0,118.0,9.44,air_cushion
SKU-009595,120.0,125.0,161.0,1695.0,False,zarf,Aerosol-2,False,,,,
SKU-009596,329.0,230.0,93.0,915.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-009597,285.0,94.0,233.0,1270.0,False,metal_box,Corrosive-8,True,318.0,121.0,12.67,foam_protector
SKU-009598,114.0,90.0,174.0,1426.0,True,metal_box,Flammable_Liquid-3,True,160.0,110.0,7.14,bubble_wrap
SKU-009599,228.0,136.0,22.0,703.0,False,zarf,UN3481-Lithium_Ion_Battery,True,263.0,149.0,11.25,bubble_wrap
SKU-009600,257.0,210.0,99.0,462.0,False,kutu,Corrosive-8,False,,,,
SKU-009601,303.0,106.0,191.0,714.0,True,poşet,Compressed_Gas-2,True,319.0,146.0,11.49,stretch_film
SKU-009602,342.0,245.0,24.0,1353.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,379.0,262.0,20.44,corner_guard
SKU-009603,315.0,262.0,34.0,1500.0,False,kavanoz,Aerosol-2,True,341.0,287.0,20.64,corner_guard
SKU-009604,296.0,214.0,127.0,982.0,False,kavanoz,Corrosive-8,True,313.0,239.0,16.54,air_cushion
SKU-009605,342.0,246.0,65.0,562.0,False,poşet,Compressed_Gas-2,True,358.0,287.0,20.59,air_cushion
SKU-009606,256.0,227.0,124.0,951.0,False,kavanoz,Aerosol-2,True,302.0,273.0,18.17,air_cushion
SKU-009607,174.0,57.0,62.0,395.0,True,cardboard_box,Flammable_Liquid-3,True,217.0,80.0,7.44,air_cushion
SKU-009608,98.0,115.0,171.0,1163.0,True,plastic_box,Compressed_Gas-2,True,120.0,132.0,7.08,foam_protector
SKU-009609,365.0,229.0,34.0,1785.0,True,kavanoz,Compressed_Gas-2,True,419.0,253.0,20.5,air_cushion
SKU-009610,116.0,108.0,181.0,1683.0,True,metal_box,Flammable_Liquid-3,True,166.0,144.0,8.19,foam_protector
SKU-009611,254.0,212.0,109.0,1570.0,False,zarf,Aerosol-2,True,286.0,238.0,14.71,foam_protector
SKU-009612,261.0,193.0,158.0,1430.0,False,kavanoz,Compressed_Gas-2,True,287.0,219.0,14.0,double_carton
SKU-009613,319.0,234.0,85.0,483.0,False,metal_box,Compressed_Gas-2,True,337.0,268.0,18.17,bubble_wrap
SKU-009614,284.0,219.0,56.0,475.0,True,metal_box,Flammable_Liquid-3,True,303.0,244.0,16.13,stretch_film
SKU-009615,335.0,195.0,95.0,1538.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-009616,317.0,226.0,62.0,575.0,False,kutu,Corrosive-8,False,,,,
SKU-009617,323.0,211.0,35.0,1692.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-009618,233.0,219.0,226.0,868.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-009619,244.0,278.0,187.0,2041.9999999999998,True,kavanoz,Aerosol-2,False,,,,
SKU-009620,108.0,117.0,134.0,377.0,False,poşet,Aerosol-2,True,130.0,137.0,7.17,air_cushion
SKU-009621,175.0,258.0,62.0,483.0,False,zarf,Aerosol-2,False,,,,
SKU-009622,340.0,297.0,164.0,592.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-009623,274.0,245.0,61.0,252.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-009624,232.0,201.0,219.0,1129.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009625,113.0,160.0,119.0,566.0,True,poşet,Compressed_Gas-2,True,134.0,196.0,9.74,foam_protector
SKU-009626,239.0,180.0,29.0,601.0,False,kavanoz,Compressed_Gas-2,True,284.0,201.0,13.71,corner_guard
SKU-009627,111.0,106.0,166.0,995.0,False,kutu,,True,132.0,116.0,7.75,bubble_wrap
SKU-009628,387.0,247.0,32.0,2052.0,False,plastic_box,Flammable_Liquid-3,True,400.0,271.0,21.31,double_carton
SKU-009629,299.0,315.0,89.0,1025.0,False,zarf,Corrosive-8,True,309.0,352.0,21.09,foam_protector
SKU-009630,326.0,226.0,30.0,1868.0,False,kavanoz,Flammable_Liquid-3,True,363.0,251.0,18.23,corner_guard
SKU-009631,99.0,125.0,188.0,1739.0,False,plastic_box,Aerosol-2,True,130.0,159.0,7.6,corner_guard
SKU-009632,119.0,123.0,192.0,1684.0,True,kutu,Corrosive-8,True,139.0,152.0,8.37,air_cushion
SKU-009633,339.0,236.0,205.0,217.0,False,kavanoz,,False,,,,
SKU-009634,235.0,300.0,250.0,1172.0,True,kavanoz,Compressed_Gas-2,True,267.0,338.0,18.53,corner_guard
SKU-009635,146.0,111.0,101.0,375.0,False,kavanoz,,True,170.0,134.0,7.92,double_carton
SKU-009636,341.0,281.0,28.0,1630.0,False,kutu,UN3481-Lithium_Ion_Battery,True,358.0,314.0,21.62,corner_guard
SKU-009637,123.0,135.0,173.0,1129.0,False,plastic_box,Compressed_Gas-2,True,147.0,174.0,8.34,double_carton
SKU-009638,280.0,272.0,34.0,1724.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-009639,303.0,218.0,106.0,1034.0,False,metal_box,Corrosive-8,True,336.0,261.0,17.67,double_carton
SKU-009640,349.0,227.0,112.0,1615.0,False,plastic_box,,False,,,,
SKU-009641,101.0,119.0,110.0,441.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-009642,137.0,115.0,178.0,1237.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-009643,246.0,195.0,79.0,88.0,False,kavanoz,Flammable_Liquid-3,True,281.0,223.0,15.43,foam_protector
SKU-009644,295.0,230.0,52.0,449.0,False,kutu,Corrosive-8,True,333.0,251.0,19.11,stretch_film
SKU-009645,115.0,114.0,158.0,1277.0,True,zarf,UN3481-Lithium_Ion_Battery,True,156.0,129.0,8.73,stretch_film
SKU-009646,244.0,222.0,90.0,526.0,False,plastic_box,Compressed_Gas-2,True,279.0,265.0,15.59,foam_protector
SKU-009647,314.0,254.0,113.0,1152.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-009648,173.0,80.0,35.0,281.0,True,cardboard_box,Flammable_Liquid-3,True,196.0,110.0,9.38,foam_protector
SKU-009649,256.0,229.0,68.0,418.0,False,cardboard_box,Flammable_Liquid-3,True,293.0,261.0,16.71,air_cushion
SKU-009650,261.0,167.0,37.0,486.0,False,metal_box,Corrosive-8,True,293.0,204.0,13.47,air_cushion
SKU-009651,103.0,127.0,185.0,988.0,False,plastic_box,Flammable_Liquid-3,True,131.0,163.0,7.7,double_carton
SKU-009652,185.0,113.0,54.0,557.0,True,kutu,Corrosive-8,True,210.0,159.0,10.73,stretch_film
SKU-009653,269.0,159.0,28.0,1057.0,False,cardboard_box,Flammable_Liquid-3,True,305.0,183.0,13.05,stretch_film
SKU-009654,84.0,108.0,107.0,191.0,True,metal_box,Aerosol-2,False,,,,
SKU-009655,352.0,254.0,42.0,918.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,377.0,279.0,22.37,corner_guard
SKU-009656,109.0,111.0,154.0,1046.0,False,kavanoz,Aerosol-2,False,,,,
SKU-009657,267.0,209.0,69.0,365.0,False,zarf,Compressed_Gas-2,True,277.0,251.0,15.81,stretch_film
SKU-009658,303.0,252.0,103.0,1265.0,False,poşet,Corrosive-8,False,,,,
SKU-009659,339.0,274.0,97.0,2151.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009660,174.0,74.0,70.0,423.0,False,poşet,Corrosive-8,False,,,,
SKU-009661,111.0,115.0,201.0,1112.0,True,metal_box,Flammable_Liquid-3,False,,,,
SKU-009662,117.0,129.0,161.0,1479.0,False,cardboard_box,Compressed_Gas-2,True,139.0,166.0,8.06,air_cushion
SKU-009663,246.0,230.0,61.0,295.0,False,plastic_box,Aerosol-2,False,,,,
SKU-009664,295.0,236.0,115.0,1393.0,False,poşet,Aerosol-2,False,,,,
SKU-009665,233.0,281.0,219.0,1528.0,True,zarf,Corrosive-8,True,260.0,327.0,18.6,stretch_film
SKU-009666,345.0,206.0,96.0,536.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-009667,320.0,203.0,117.0,1136.0,False,kutu,Flammable_Liquid-3,True,358.0,219.0,16.26,bubble_wrap
SKU-009668,313.0,203.0,38.0,1697.0,True,kutu,Aerosol-2,True,340.0,248.0,18.75,stretch_film
SKU-009669,308.0,216.0,137.0,1228.0,False,kutu,Flammable_Liquid-3,True,327.0,236.0,16.08,stretch_film
SKU-009670,297.0,151.0,31.0,518.0,False,kutu,Flammable_Liquid-3,True,326.0,199.0,14.23,double_carton
SKU-009671,413.0,247.0,18.0,1960.0,True,cardboard_box,Compressed_Gas-2,True,454.0,270.0,22.89,corner_guard
SKU-009672,277.0,322.0,81.0,2444.0,False,cardboard_box,Flammable_Liquid-3,True,311.0,353.0,21.43,foam_protector
SKU-009673,297.0,249.0,71.0,369.0,False,kavanoz,,False,,,,
SKU-009674,121.0,121.0,160.0,1489.0,True,metal_box,Flammable_Liquid-3,True,148.0,154.0,7.92,corner_guard
SKU-009675,317.0,226.0,232.0,1343.0,False,plastic_box,Corrosive-8,False,,,,
SKU-009676,106.0,77.0,112.0,497.0,True,metal_box,Corrosive-8,True,125.0,99.0,7.07,stretch_film
SKU-009677,292.0,244.0,71.0,1014.9999999999999,False,metal_box,Compressed_Gas-2,True,311.0,289.0,18.25,corner_guard
SKU-009678,271.0,212.0,64.0,519.0,False,zarf,Aerosol-2,True,298.0,230.0,14.78,bubble_wrap
SKU-009679,304.0,228.0,223.0,1243.0,True,poşet,Corrosive-8,True,327.0,256.0,18.21,corner_guard
SKU-009680,325.0,233.0,101.0,1234.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,357.0,249.0,19.98,foam_protector
SKU-009681,224.0,156.0,41.0,838.0,False,kutu,Aerosol-2,True,271.0,184.0,13.14,stretch_film
SKU-009682,265.0,223.0,38.0,371.0,False,kutu,UN3481-Lithium_Ion_Battery,True,291.0,251.0,17.0,air_cushion
SKU-009683,233.0,197.0,163.0,1229.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-009684,97.0,134.0,116.0,440.0,False,zarf,UN3481-Lithium_Ion_Battery,True,125.0,173.0,9.25,stretch_film
SKU-009685,166.0,108.0,41.0,385.0,False,cardboard_box,Aerosol-2,True,203.0,127.0,9.39,bubble_wrap
SKU-009686,337.0,201.0,130.0,1315.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-009687,265.0,162.0,33.0,655.0,False,metal_box,Corrosive-8,True,285.0,201.0,14.17,corner_guard
SKU-009688,357.0,291.0,22.0,1783.0,False,kutu,Aerosol-2,False,,,,
SKU-009689,211.0,149.0,109.0,1016.9999999999999,False,plastic_box,Compressed_Gas-2,True,233.0,193.0,12.96,bubble_wrap
SKU-009690,324.0,282.0,86.0,1241.0,True,kutu,Compressed_Gas-2,True,354.0,297.0,20.64,double_carton
SKU-009691,174.0,85.0,42.0,50.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,196.0,127.0,9.04,bubble_wrap
SKU-009692,300.0,235.0,29.0,1645.0,True,metal_box,,False,,,,
SKU-009693,283.0,213.0,37.0,1607.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,316.0,252.0,16.51,corner_guard
SKU-009694,154.0,100.0,60.0,421.0,False,metal_box,Aerosol-2,False,,,,
SKU-009695,266.0,219.0,69.0,481.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-009696,159.0,72.0,52.0,650.0,False,metal_box,Corrosive-8,True,195.0,115.0,7.86,bubble_wrap
SKU-009697,270.0,252.0,61.0,332.0,False,poşet,Aerosol-2,True,314.0,262.0,18.28,air_cushion
SKU-009698,119.0,116.0,90.0,247.0,False,kutu,Flammable_Liquid-3,True,152.0,149.0,7.9,double_carton
SKU-009699,123.0,150.0,109.0,370.0,False,poşet,Flammable_Liquid-3,True,146.0,178.0,9.88,double_carton
SKU-009700,276.0,201.0,78.0,673.0,False,kutu,Aerosol-2,False,,,,
SKU-009701,139.0,119.0,86.0,410.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-009702,366.0,299.0,45.0,1627.0,True,zarf,Flammable_Liquid-3,True,399.0,339.0,25.87,corner_guard
SKU-009703,119.0,115.0,115.0,115.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-009704,145.0,80.0,51.0,669.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-009705,323.0,179.0,123.0,1046.0,False,metal_box,Corrosive-8,False,,,,
SKU-009706,111.0,95.0,53.0,604.0,False,metal_box,Aerosol-2,True,142.0,126.0,9.24,bubble_wrap
SKU-009707,302.0,263.0,20.0,310.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009708,323.0,231.0,63.0,593.0,False,metal_box,Compressed_Gas-2,True,333.0,261.0,18.7,air_cushion
SKU-009709,141.0,133.0,77.0,519.0,False,kavanoz,Compressed_Gas-2,True,176.0,173.0,10.19,corner_guard
SKU-009710,329.0,203.0,124.0,1372.0,False,kavanoz,,False,,,,
SKU-009711,308.0,245.0,35.0,1493.0,True,kavanoz,Aerosol-2,True,351.0,281.0,20.32,air_cushion
SKU-009712,253.0,184.0,39.0,903.0,False,kavanoz,Corrosive-8,False,,,,
SKU-009713,210.0,123.0,32.0,717.0,False,zarf,Corrosive-8,False,,,,
SKU-009714,269.0,200.0,132.0,1137.0,False,zarf,Aerosol-2,False,,,,
SKU-009715,330.0,207.0,51.0,328.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009716,115.0,106.0,177.0,1574.0,True,cardboard_box,Corrosive-8,False,,,,
SKU-009717,259.0,137.0,19.0,877.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-009718,172.0,103.0,61.0,237.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009719,335.0,194.0,22.0,1492.0,True,cardboard_box,Flammable_Liquid-3,True,369.0,234.0,18.45,corner_guard
SKU-009720,126.0,134.0,83.0,326.0,False,kavanoz,Flammable_Liquid-3,True,136.0,166.0,7.89,foam_protector
SKU-009721,235.0,147.0,47.0,849.0,False,metal_box,Aerosol-2,True,265.0,171.0,11.3,foam_protector
SKU-009722,284.0,226.0,150.0,593.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,314.0,248.0,16.21,air_cushion
SKU-009723,285.0,201.0,130.0,896.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-009724,251.0,164.0,219.0,745.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-009725,393.0,160.0,43.0,1677.0,False,zarf,Flammable_Liquid-3,True,431.0,192.0,18.4,stretch_film
SKU-009726,311.0,218.0,137.0,1217.0,False,kavanoz,Flammable_Liquid-3,True,353.0,243.0,17.37,corner_guard
SKU-009727,319.0,279.0,71.0,2085.0,True,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-009728,160.0,75.0,68.0,317.0,False,zarf,UN3481-Lithium_Ion_Battery,True,180.0,110.0,7.47,air_cushion
